source	target
ABCF3	MID1IP1
ABCF3	MTMR3
ABCF3	MTMR4
ABCF3	NES
ABCF3	NPAS1
ABCF3	PACSIN2
ABCF3	PDE4DIP
ABCF3	PIP5KL1
ABCF3	PLBD1
ABCF3	PLEKHG7
ABCF3	PPARD
ABCF3	PRKN
ABCF3	PRKY
ABCF3	PSG11
ABCF3	PSME3
ABCF3	RBPMS
ABCF3	RFXANK
ABCF3	RIOK2
ABCF3	RPS6KL1
ABCF3	S100A6
ABCF3	SAP18
ABCF3	SPTB
ABCF3	TARS3
ABCF3	THAP1
ABCF3	TLCD3A
ABCF3	TPP2
ABCF3	TRIM27
ABCF3	TRIM35
ABCF3	UBXN6
ABCF3	USP32
ABCF3	YPEL3
ABCF3	ZBED10P
ABCF3	ZNRD2
ABCG1	ACAD11
ABCG1	AQP6
ABCG1	LAMP2
ABCG1	NEDD4
ABCG1	PDCD6IP
ABCG1	PRPF40A
ABCG1	SH3GLB1
ABCG1	YARS1
ABCG2	ATP5F1B
ABCG2	BAG6
ABCG2	CLPP
ABCG2	DNAJB1
ABCG2	ENPP1
ABCG2	HSP90AA1
ABCG2	HSPA8
ABCG2	LGALS3
ABCG2	PIM1
ABCG2	RNF126
ABCG2	SCAMP1
ABCG2	TRIM13
ABCG4	GPR152
ABCG4	PLEKHF2
ABCG4	SGTB
ABCG4	TMEM50A
ABCG4	WFS1
ABCG5	ABCG8
ABCG8	CD320
ABCG8	MESD
ABCG8	NOTCH3
ABCG8	PTPRD
ABCG8	TSPAN3
ABHD1	KASH5
ABHD10	ACSF3
ABHD10	CYP24A1
ABHD10	D2HGDH
ABHD10	DARS2
ABHD10	EHMT1
ABHD10	FMC1
ABHD10	GAPDHS
ABHD10	HADHB
ABHD10	HSPBAP1
ABHD10	HSPD1
ABHD10	INPP5K
ABHD10	KCMF1
ABHD10	LARS2
ABHD10	LONP1
ABHD10	MCCC1
ABHD10	NDUFAF7
ABHD10	NFS1
ABHD10	PAGE1
ABHD10	PMPCA
ABHD10	PMPCB
ABHD10	RMDN3
ABHD10	SF1
ABHD10	TXNDC12
ABHD10	UBR4
ABHD10	UBR5
ABHD10	VWA8
ABHD10	YARS2
ABHD10	ZMAT2
ABHD10	ZNF462
ABHD10	ZZEF1
ABHD11	ANKRD11
ABHD11	COL10A1
ABHD11	CSTF2
ABHD11	DOK6
ABHD11	DTX2
ABHD11	FAHD1
ABHD11	FNDC3B
ABHD11	GCA
ABHD11	HR
ABHD11	MDFI
ABHD11	MGAT5B
ABHD11	MORN3
ABHD11	NIPSNAP3A
ABHD11	OSTM1
ABHD11	PATZ1
ABHD11	PITX1
ABHD11	PRKAB2
ABHD11	PROP1
ABHD11	PRR35
ABHD11	RUSC1
ABHD11	S100A6
ABHD11	STING1
ABHD11	UQCRFS1
ABHD11	USHBP1
ABHD11	VAC14
ABHD11	VENTX
ABHD11	VPS37C
ABHD11	WWOX
ABHD11	YARS2
ABHD11	YTHDF1
ABHD11	ZIC1
ABHD12	ACKR5
ABHD12	ATP2A1
ABHD12	CPVL
ABHD12	CXCR4
ABHD12	IGHM
ABHD12	KCNA2
ABHD12	PEX19
ABHD12	PLAC9
ABHD12	PRKN
ABHD12	RPN2
ABHD12	SAAL1
ABHD12	SLC39A12
ABHD12	SLC39A4
ABHD12	TTYH1
ABHD12B	CD58
ABHD12B	LAMP2
ABHD12B	SH3GLB1
ABHD14A	ADGRG5
ABHD14A	CD63
ABHD14A	CEACAM21
ABHD14A	CHRNA4
ABHD14A	CHRNB2
ABHD14A	CHRNB4
ABHD14A	COXFA4
ABHD14A	CRLF1
ABHD14A	CRLF2
ABHD14A	DKKL1
ABHD14A	FAM8A1
ABHD14A	FKRP
ABHD14A	GABRG2
ABHD14A	GGT7
ABHD14A	HDAC10
ABHD14A	HSP90AA4P
ABHD14A	HTR3A
ABHD14A	IL13RA2
ABHD14A	LIPG
ABHD14A	LLCFC1
ABHD14A	LMBR1
ABHD14A	LRP10
ABHD14A	NDC1
ABHD14A	NRSN1
ABHD14A	RNF185
ABHD14A	RXFP1
ABHD14A	SCARA3
ABHD14A	SIDT2
ABHD14A	SLC39A12
ABHD14A	SLC39A5
ABHD14A	SLC3A2
ABHD14A	SYVN1
ABHD14A	TBC1D15
ABHD14A	TCTN2
ABHD14A	TMEM259
ABHD14A	TMEM59
ABHD14A	TMEM59L
ABHD14A	TRABD
ABHD14A	TRIM32
ABHD14A	TUBA1A
ABHD14A	UBAC2
ABHD14A	ZMPSTE24
ABHD14B	PRKN
ABHD14B	SLC22A4
ABHD15	AKT1
ABHD15	AKT3
ABHD15	BAG5
ABHD15	CCL3
ABHD15	DNAJB4
ABHD15	DNAJC7
ABHD15	EPHA8
ABHD15	HERC4
ABHD15	HSPA1L
ABHD15	HSPA2
ABHD15	HSPA8
ABHD15	KRT34
ABHD15	MTUS2
ABHD15	PDCD2
ABHD15	PDE3A
ABHD15	PEX7
ABHD15	SAT1
ABHD15	STIP1
ABHD15	STUB1
ABHD15	VWC2
ABHD15	WTAP
ABHD16A	AGPAT3
ABHD16A	AQP6
ABHD16A	AQP7
ABHD16A	ATP5PF
ABHD16A	BRI3
ABHD16A	BSCL2
ABHD16A	CBARP
ABHD16A	CIDEB
ABHD16A	CMTM5
ABHD16A	CREB3
ABHD16A	CYP1A2
ABHD16A	DIPK1A
ABHD16A	DTX2
ABHD16A	EBP
ABHD16A	ERGIC3
ABHD16A	FDPS
ABHD16A	FKBP7
ABHD16A	GDAP1
ABHD16A	GJA5
ABHD16A	GOLT1A
ABHD16A	GORAB
ABHD16A	GPR152
ABHD16A	GYPC
ABHD16A	HSD17B13
ABHD16A	HTR3C
ABHD16A	IFITM3
ABHD16A	IGHM
ABHD16A	ITGAM
ABHD16A	KCNA2
ABHD16A	LTA
ABHD16A	MCOLN3
ABHD16A	PERP
ABHD16A	PKMYT1
ABHD16A	POLE
ABHD16A	PRAF2
ABHD16A	RAB43
ABHD16A	RETREG3
ABHD16A	RHBDD2
ABHD16A	RHBDL1
ABHD16A	RNF5
ABHD16A	SAAL1
ABHD16A	SCNN1D
ABHD16A	SEC22B
ABHD16A	SERF1A
ABHD16A	SLC10A1
ABHD16A	SLC30A2
ABHD16A	SLC31A2
ABHD16A	SLC7A8
ABHD16A	SPAG4
ABHD16A	STMN4
ABHD16A	STX1B
ABHD16A	TBC1D9
ABHD16A	TM4SF19
ABHD16A	TMEM139
ABHD16A	TMEM143
ABHD16A	TMEM147
ABHD16A	TMEM14B
ABHD16A	TMEM237
ABHD16A	TMEM31
ABHD16A	TMEM65
ABHD16A	TSPAN2
ABHD16A	UNC93A
ABHD16A	VAMP5
ABHD16A	VMA21
ABHD16A	WBP1L
ABHD16B	HSPD1
ABHD16B	MFHAS1
ABHD17A	ABHD17C
ABHD17A	ACVR2A
ABHD17A	BIRC2
ABHD17A	C5AR2
ABHD17A	CCT2
ABHD17A	CCT3
ABHD17A	CCT6A
ABHD17A	CCZ1B
ABHD17A	CHMP4A
ABHD17A	DDX19B
ABHD17A	DYNLT2B
ABHD17A	EHMT2
ABHD17A	GPC4
ABHD17A	GPR12
ABHD17A	HPGDS
ABHD17A	HSPA8
ABHD17A	KRTAP5-9
ABHD17A	MDFI
ABHD17A	PLEKHG4
ABHD17A	PLEKHH3
ABHD17A	PLSCR4
ABHD17A	PNMA1
ABHD17A	RGS20
ABHD17A	SRC
ABHD17A	TCP1
ABHD17A	TNIP1
ABHD17A	TRAF1
ABHD17A	TRIM27
ABHD17A	TUBA1A
ABHD17A	VPS28
ABHD17B	ACKR5
ABHD17B	ADGRB1
ABHD17B	APLNR
ABHD17B	AQP3
ABHD17B	AVPR2
ABHD17B	C5AR1
ABHD17B	C5AR2
ABHD17B	CD79B
ABHD17B	CD80
ABHD17B	CMTM8
ABHD17B	CRLF2
ABHD17B	CXCR4
ABHD17B	DYNLT2B
ABHD17B	DYNLT4
ABHD17B	EDN3
ABHD17B	FAM174A
ABHD17B	FFAR1
ABHD17B	GLMP
ABHD17B	GPR12
ABHD17B	GPR150
ABHD17B	GPR17
ABHD17B	GPR45
ABHD17B	GPR55
ABHD17B	GXYLT1
ABHD17B	LINC01565
ABHD17B	LIPK
ABHD17B	LPCAT2
ABHD17B	MAS1
ABHD17B	MICB
ABHD17B	NPTX1
ABHD17B	NRBP1
ABHD17B	OPRL1
ABHD17B	OPRM1
ABHD17B	P2RY8
ABHD17B	PRG3
ABHD17B	PRSS21
ABHD17B	SFTA2
ABHD17B	SLC18A2
ABHD17B	SLC22A2
ABHD17B	SLC22A4
ABHD17B	SLC22A8
ABHD17B	SLC26A6
ABHD17B	SLC2A12
ABHD17B	SLC5A6
ABHD17B	SLC60A1
ABHD17B	SLC67A1
ABHD17B	SLCO4C1
ABHD17B	SV2C
ABHD17B	TACR3
ABHD17B	TMPRSS11B
ABHD17B	TOR1AIP2
ABHD17B	TRIM16L
ABHD17B	UPK2
ABHD17C	ACKR5
ABHD17C	APBB2
ABHD17C	ATXN3
ABHD17C	DNM2
ABHD17C	GPR45
ABHD17C	HTT
ABHD17C	MECP2
ABHD17C	OPTN
ABHD17C	PEX26
ABHD17C	PHYH
ABHD17C	PMP22
ABHD17C	SLC60A1
ABHD17C	SMN1
ABHD17C	SNCA
ABHD17C	TOR1A
ABHD17C	VCP
ABHD18	ABTB2
ABHD18	ACKR5
ABHD18	APLNR
ABHD18	BPNT1
ABHD18	CABP2
ABHD18	CD79A
ABHD18	DGCR2
ABHD18	DNAJA2
ABHD18	FSCN1
ABHD18	GLMP
ABHD18	HSPD1
ABHD18	IMPDH1
ABHD18	LAMP2
ABHD18	MGAT5B
ABHD18	MTRF1
ABHD18	P2RY10
ABHD18	PDCD1
ABHD18	PDCD2
ABHD18	PFDN5
ABHD18	PRIMPOL
ABHD18	RAMP2
ABHD18	SELENOO
ABHD18	SLC2A12
ABHD18	SLC31A1
ABHD18	TOR1AIP2
ABHD18	YBEY
ABHD2	LAMP5
ABHD3	ACKR5
ABHD3	CLEC12B
ABHD3	GP5
ABHD3	GP9
ABHD3	GPR45
ABHD3	HTR3A
ABHD3	IL17RC
ABHD3	KCNA2
ABHD3	KLK15
ABHD3	MAS1
ABHD3	OR6T1
ABHD3	PTCHD3
ABHD3	RXFP1
ABHD3	SLC22A4
ABHD3	SLC2A12
ABHD3	SLC60A1
ABHD3	TTYH1
ABHD4	AURKAIP1
ABHD4	BNIP2
ABHD4	CMTM5
ABHD4	COL4A5
ABHD4	DERL1
ABHD4	DGAT2L6
ABHD4	HTATIP2
ABHD4	IGFBP5
ABHD4	INSIG2
ABHD4	PLIN3
ABHD4	RABAC1
ABHD4	REEP5
ABHD5	CCR1
ABHD5	CERCAM
ABHD5	CLCN4
ABHD5	COQ8A
ABHD5	DGAT2L6
ABHD5	GAD2
ABHD5	GET1
ABHD5	GRIA4
ABHD5	MIEF1
ABHD5	NRAS
ABHD5	PCNX2
ABHD5	PLIN1
ABHD5	PLIN2
ABHD5	PLIN3
ABHD5	PLIN5
ABHD5	PNPLA2
ABHD5	RBFA
ABHD5	RNF24
ABHD5	RUSC1
ABHD5	SARAF
ABHD5	SH3GLB1
ABHD5	SKAP2
ABHD5	SLC44A3
ABHD5	TMEM14B
ABHD5	TMEM31
ABHD5	TMEM38B
ABHD5	TPD52L2
ABHD5	TRIM59
ABHD5	ZCCHC12
ABHD5	ZPR1
ABHD6	C5AR2
ABHD6	FIS1
ABHD6	HPCA
ABHD6	IGHM
ABHD6	MARCHF4
ABHD6	NCS1
ABHD6	NPTN
ABHD6	OR10H1
ABHD6	OR10H2
ABHD6	PCDHA3
ABHD6	PCDHGC4
ABHD6	RTP2
ABHD6	RXFP1
ABHD6	SCAMP4
ABHD6	TTMP
ABHD6	TTYH1
ABHD6	TVP23B
ABHD8	FNDC3B
ABHD8	LMO2
ABHD8	NLRP3
ABHD8	OR52N5
ABHD8	RIC8B
ABHD8	YBX2
ABHD8	ZNF410
ABI1	ABI2
ABI1	ABL1
ABI1	AMZ1
ABI1	ARHGAP12
ABI1	BAIAP2
ABI1	BRK1
ABI1	C22orf15
ABI1	CACNA1A
ABI1	CBL
ABI1	CCDC22
ABI1	CCDC57
ABI1	CCHCR1
ABI1	CGB2
ABI1	COG6
ABI1	CTTN
ABI1	CYFIP1
ABI1	CYFIP2
ABI1	DTNB
ABI1	DTNBP1
ABI1	EGFR
ABI1	EIF3H
ABI1	ENAH
ABI1	ENKD1
ABI1	EPS8
ABI1	EPS8L1
ABI1	EPS8L2
ABI1	FAM124B
ABI1	FBXL19
ABI1	FGFR1OP2
ABI1	FHL2
ABI1	HHEX
ABI1	HNRNPK
ABI1	HOMER1
ABI1	HOMER3
ABI1	HSPA8
ABI1	ITGA4
ABI1	KIAA1217
ABI1	KTN1
ABI1	LMO1
ABI1	MAB21L2
ABI1	NCF1
ABI1	NCK1
ABI1	NCK2
ABI1	NCKAP1
ABI1	NFASC
ABI1	NHSL1
ABI1	NHSL2
ABI1	NHSL3
ABI1	PCM1
ABI1	PIK3R1
ABI1	PRKAA2
ABI1	RBM15
ABI1	RCOR3
ABI1	SMARCD1
ABI1	SORBS2
ABI1	SOS1
ABI1	SPTA1
ABI1	TRIP10
ABI1	TTC23
ABI1	UBXN11
ABI1	VARS2
ABI1	VASP
ABI1	WASF1
ABI1	WASF2
ABI1	WASF3
ABI1	YWHAG
ABI1	ZNF511
ABI2	ABI3
ABI2	ABL1
ABI2	ABL2
ABI2	ABLIM3
ABI2	ACTMAP
ABI2	ADAM19
ABI2	AIRIM
ABI2	AKAP8L
ABI2	AKAP9
ABI2	AMZ1
ABI2	ANKRD55
ABI2	ANKS1A
ABI2	ARHGAP12
ABI2	ARHGAP32
ABI2	ARMC7
ABI2	ATOSB
ABI2	ATP23
ABI2	BAG4
ABI2	BAIAP2
ABI2	BIN3
ABI2	BLOC1S5
ABI2	BLOC1S6
ABI2	BORCS6
ABI2	BRK1
ABI2	C1orf216
ABI2	C20orf202
ABI2	C4orf17
ABI2	CASKIN2
ABI2	CBLC
ABI2	CCDC102B
ABI2	CCDC22
ABI2	CCDC57
ABI2	CCDC74B
ABI2	CCHCR1
ABI2	CENPH
ABI2	CENPQ
ABI2	CEP44
ABI2	CEP57
ABI2	CGB2
ABI2	CIMIP2B
ABI2	CLPP
ABI2	COG3
ABI2	CRX
ABI2	CUEDC1
ABI2	CYFIP1
ABI2	CYFIP2
ABI2	DCTN2
ABI2	DISC1
ABI2	DLGAP2
ABI2	DLGAP4
ABI2	DNAI7
ABI2	DTNB
ABI2	EFS
ABI2	EGLN3
ABI2	EGR4
ABI2	EIF3H
ABI2	EIF3S3
ABI2	ENAH
ABI2	ENKD1
ABI2	EPS8L1
ABI2	EXOC7
ABI2	FAM161B
ABI2	FAM90A1
ABI2	FAM9C
ABI2	FBXL19
ABI2	FGFR1OP2
ABI2	FHL5
ABI2	FKBP1A
ABI2	FOXD4L1
ABI2	FSD2
ABI2	GARRE1
ABI2	GAS2L2
ABI2	GCC1
ABI2	GFAP
ABI2	GGN
ABI2	GPANK1
ABI2	GRN
ABI2	HGS
ABI2	HHEX
ABI2	HNRNPK
ABI2	HOMER3
ABI2	HSF2BP
ABI2	IFT20
ABI2	IHO1
ABI2	INCA1
ABI2	INO80B
ABI2	INSYN1
ABI2	JPH3
ABI2	KIAA1217
ABI2	KIFC3
ABI2	KLC2
ABI2	KNSTRN
ABI2	KRT13
ABI2	KRT14
ABI2	KRT15
ABI2	KRT19
ABI2	KRT20
ABI2	KRT24
ABI2	KRT27
ABI2	KRT31
ABI2	KRT33B
ABI2	KRT34
ABI2	KRT36
ABI2	KRT75
ABI2	LENG1
ABI2	LGALS9B
ABI2	LHX3
ABI2	LHX4
ABI2	LHX8
ABI2	LMO1
ABI2	LMO2
ABI2	LMO3
ABI2	LMO4
ABI2	LNX1
ABI2	LURAP1
ABI2	LZTS2
ABI2	MAGEA1
ABI2	MCM7
ABI2	MED10
ABI2	MED11
ABI2	MED29
ABI2	MEOX2
ABI2	MPDZ
ABI2	MRFAP1
ABI2	MRFAP1L1
ABI2	MRPL28
ABI2	MRPL44
ABI2	MYO15B
ABI2	MYOG
ABI2	MYOZ3
ABI2	NCK1
ABI2	NCK2
ABI2	NCKAP1
ABI2	NCKAP1L
ABI2	NCKIPSD
ABI2	NFASC
ABI2	NHS
ABI2	NHSL1
ABI2	NHSL2
ABI2	NHSL3
ABI2	NME4
ABI2	NUP62
ABI2	OBSL1
ABI2	OIP5
ABI2	OOEP
ABI2	PAAT
ABI2	PAK2
ABI2	PCDH10
ABI2	PCM1
ABI2	PCMT1
ABI2	PDLIM7
ABI2	PFDN5
ABI2	PHETA1
ABI2	PHF1
ABI2	PIN1
ABI2	PLEKHN1
ABI2	POMC
ABI2	PPIF
ABI2	PPP3CA
ABI2	PRAM1
ABI2	PRDM14
ABI2	PRDM6
ABI2	PRKAA1
ABI2	PRKAA2
ABI2	PRR16
ABI2	PRR20A
ABI2	PRR20B
ABI2	PRR20C
ABI2	PRR20D
ABI2	PRR20E
ABI2	PSMA1
ABI2	PWWP2B
ABI2	RABEP1
ABI2	RABGEF1
ABI2	RAPH1
ABI2	RASD1
ABI2	RGPD5
ABI2	RNPS1
ABI2	RPP25
ABI2	RSPH14
ABI2	RUSC1
ABI2	SASS6
ABI2	SCGN
ABI2	SDCBP
ABI2	SH3BP1
ABI2	SIKE1
ABI2	SLA
ABI2	SMARCD1
ABI2	SNAP23
ABI2	SNAP91
ABI2	SNAPIN
ABI2	SNX18
ABI2	SNX7
ABI2	SORBS3
ABI2	SPAG5
ABI2	STAM2
ABI2	STX19
ABI2	STX4
ABI2	TFIP11
ABI2	TLE5
ABI2	TNIP1
ABI2	TPM2
ABI2	TRIM32
ABI2	TRIM72
ABI2	TRIML2
ABI2	TRIP6
ABI2	UBQLN2
ABI2	UBR3
ABI2	UBXN11
ABI2	USHBP1
ABI2	USP2
ABI2	VARS2
ABI2	VASP
ABI2	VCL
ABI2	VMA22
ABI2	VPS28
ABI2	WASF1
ABI2	WASF2
ABI2	WASF3
ABI2	WASHC1
ABI2	WASHC3
ABI2	WASL
ABI2	WIPF1
ABI2	WWOX
ABI2	YWHAB
ABI2	YWHAH
ABI2	YWHAZ
ABI2	ZFP90
ABI2	ZMYND12
ABI2	ZNF474
ABI2	ZNF511
ABI2	ZNF688
ABI3	ACTN3
ABI3	ARHGAP9
ABI3	ARMC7
ABI3	BAIAP2L2
ABI3	BFSP2
ABI3	BLOC1S5
ABI3	CENPQ
ABI3	CEP170
ABI3	CEP44
ABI3	CYFIP2
ABI3	DESI1
ABI3	DTNB
ABI3	DTNBP1
ABI3	EIF3H
ABI3	EIF3M
ABI3	EIF3S3
ABI3	EMILIN1
ABI3	ENAH
ABI3	EVL
ABI3	FAM124B
ABI3	FARSA
ABI3	FBF1
ABI3	GNG13
ABI3	GOLM1
ABI3	GRB2
ABI3	HOMER1
ABI3	HOMER2
ABI3	HOMER3
ABI3	IFT20
ABI3	IHO1
ABI3	KANK2
ABI3	KIAA0408
ABI3	KIFC3
ABI3	KLC3
ABI3	KLC4
ABI3	KRT13
ABI3	KRT14
ABI3	KRT15
ABI3	KRT24
ABI3	KRT28
ABI3	KRT31
ABI3	KRT35
ABI3	KRT36
ABI3	KRT38
ABI3	MAGEA12
ABI3	MED29
ABI3	MIS18A
ABI3	MRFAP1
ABI3	MRFAP1L1
ABI3	NCK2
ABI3	NDEL1
ABI3	NHSL2
ABI3	NUP58
ABI3	OIP5
ABI3	PSMA1
ABI3	RUFY3
ABI3	RUNX1T1
ABI3	SH3BP1
ABI3	SMARCD1
ABI3	SNAP23
ABI3	STX1A
ABI3	STX2
ABI3	SUFU
ABI3	TMEM147
ABI3	TRAF4
ABI3	TXN2
ABI3	VARS2
ABI3	VASP
ABI3	WAS
ABI3	WASF1
ABI3	WASF2
ABI3	WASHC1
ABITRAM	ATP6V0D2
ABITRAM	FYN
ABITRAM	HMBOX1
ABITRAM	LYN
ABITRAM	MESD
ABITRAM	MRFAP1
ABITRAM	PGCKA1
ABITRAM	POTEF
ABITRAM	PUS10
ABITRAM	TAOK1
ABITRAM	TAOK2
ABITRAM	ZHX2
ABL1	ABL2
ABL1	ADAM10
ABL1	ATM
ABL1	ATR
ABL1	BACE2
ABL1	BAG1
ABL1	BCAR1
ABL1	BCR
ABL1	BRCA1
ABL1	CASP9
ABL1	CAT
ABL1	CBL
ABL1	CDON
ABL1	CRK
ABL1	CRKL
ABL1	CTNNB1
ABL1	CUL4A
ABL1	DOK1
ABL1	DOK2
ABL1	EGFR
ABL1	EPHB2
ABL1	ERBB2
ABL1	ERBB3
ABL1	ERBB4
ABL1	ERCC6
ABL1	GJA8
ABL1	GPX1
ABL1	GRB2
ABL1	HIPK2
ABL1	HSP90AA1
ABL1	HSPA4
ABL1	HSPA8
ABL1	INPPL1
ABL1	ITGB2
ABL1	JUN
ABL1	KRT31
ABL1	LATS2
ABL1	LRRK1
ABL1	MAP4K1
ABL1	MAPT
ABL1	MAVS
ABL1	MDM2
ABL1	MSH5
ABL1	MUC1
ABL1	NCK1
ABL1	NCKAP1
ABL1	NCOA3
ABL1	NEDD4
ABL1	NEDD9
ABL1	NFAT5
ABL1	NFKBIA
ABL1	NTRK1
ABL1	PAG1
ABL1	PAK2
ABL1	PIK3R1
ABL1	PIK3R2
ABL1	PRKN
ABL1	PSMA7
ABL1	PSTPIP1
ABL1	PTPN1
ABL1	RAD51
ABL1	RAD9A
ABL1	RAPGEF1
ABL1	RB1
ABL1	RFX1
ABL1	RIN1
ABL1	RYBP
ABL1	SF3B4
ABL1	SFN
ABL1	SHB
ABL1	SHC1
ABL1	SHD
ABL1	SNCA
ABL1	SOCS1
ABL1	SOCS3
ABL1	SORBS1
ABL1	SORBS2
ABL1	SORBS3
ABL1	SPTA1
ABL1	SPTAN1
ABL1	SQSTM1
ABL1	SRC
ABL1	STAT5B
ABL1	STK4
ABL1	STUB1
ABL1	TLN2
ABL1	TMPRSS2
ABL1	TOP1
ABL1	TOPBP1
ABL1	TP53
ABL1	TP73
ABL1	UBASH3B
ABL1	UBC
ABL1	USP7
ABL1	VAV1
ABL1	WASF1
ABL1	WASF2
ABL1	XPO1
ABL1	XRCC6
ABL1	YAP1
ABL1	YTHDC1
ABL1	YWHAB
ABL1	YWHAE
ABL1	YWHAG
ABL1	YWHAH
ABL1	YWHAQ
ABL1	YWHAZ
ABL1	ZDHHC16
ABL2	BAG1
ABL2	BAG2
ABL2	BAG5
ABL2	CALM1
ABL2	CAT
ABL2	CDC37
ABL2	CRK
ABL2	CRKL
ABL2	CUL4A
ABL2	EGFR
ABL2	EPHB2
ABL2	ERBB2
ABL2	ERBB3
ABL2	ERBB4
ABL2	FLT3
ABL2	GPX1
ABL2	GRB2
ABL2	HSPA2
ABL2	HSPA8
ABL2	MAD2L1
ABL2	NCK1
ABL2	NCK2
ABL2	NCKAP1
ABL2	PIK3R3
ABL2	PLCG1
ABL2	PPP1R13L
ABL2	PSMA7
ABL2	RIN1
ABL2	SIVA1
ABL2	SORBS2
ABL2	SORBS3
ABL2	STAT3
ABL2	TRIP10
ABL2	YWHAH
ABL2	YWHAZ
ABL2	ZMAT1
ABLIM1	ACTB
ABLIM1	ADAT3
ABLIM1	ANLN
ABLIM1	BCO1
ABLIM1	BEGAIN
ABLIM1	CALCOCO2
ABLIM1	CARD9
ABLIM1	CASK
ABLIM1	CCDC57
ABLIM1	CYB5D2
ABLIM1	FHL2
ABLIM1	HOOK2
ABLIM1	HSF2BP
ABLIM1	HSPA1B
ABLIM1	KLHL40
ABLIM1	KRT15
ABLIM1	LDOC1
ABLIM1	LIN7C
ABLIM1	MAPRE1
ABLIM1	MED21
ABLIM1	NMT1
ABLIM1	RICTOR
ABLIM1	SEPSECS
ABLIM1	SFN
ABLIM1	SH2D1B
ABLIM1	TRAF2
ABLIM1	TSC22D4
ABLIM1	USHBP1
ABLIM1	VIM
ABLIM1	WWC1
ABLIM1	YWHAB
ABLIM1	YWHAE
ABLIM1	YWHAG
ABLIM1	YWHAH
ABLIM1	YWHAQ
ABLIM1	YWHAZ
ABLIM2	ABRA
ABLIM2	AFDN
ABLIM2	AHNAK2
ABLIM2	ASXL2
ABLIM2	ATP6V0A1
ABLIM2	C6orf142
ABLIM2	CHAT
ABLIM2	DMWD
ABLIM2	FGFR3
ABLIM2	GFAP
ABLIM2	JPH3
ABLIM2	KDM1B
ABLIM2	LIN7C
ABLIM2	LMNA
ABLIM2	MLIP
ABLIM2	NF2
ABLIM2	PANK2
ABLIM2	SPRED1
ABLIM3	AFDN
ABLIM3	AGMAT
ABLIM3	BANP
ABLIM3	BBS2
ABLIM3	BBS9
ABLIM3	BRCA1
ABLIM3	CATSPER1
ABLIM3	CBX8
ABLIM3	CCDC33
ABLIM3	CCNH
ABLIM3	CWF19L2
ABLIM3	GNPDA1
ABLIM3	HIKESHI
ABLIM3	IKZF3
ABLIM3	LIMD1
ABLIM3	MNAT1
ABLIM3	PALMD
ABLIM3	PDLIM7
ABLIM3	SNW1
ABLIM3	SSX2IP
ABLIM3	TARBP1
ABLIM3	TFIP11
ABLIM3	ZNF426
ABLIM3	ZNF620
ABO	GRAMD2B
ABO	TMEM79
ABR	RHOB
ABR	TOP3B
ABR	TP53
ABRA	ACTA2
ABRA	ACTB
ABRA	ACTBL2
ABRA	ACTC1
ABRA	ACTR10
ABRA	ADD2
ABRA	BTRC
ABRA	CAPZA2
ABRA	CAPZB
ABRA	CORO6
ABRA	DCTN4
ABRA	DCTN6
ABRA	FBXO34
ABRA	FBXW11
ABRA	FLII
ABRA	GSN
ABRA	LIMA1
ABRA	LRRFIP1
ABRA	LRRFIP2
ABRA	MYO1B
ABRA	MYO1D
ABRA	PLEKHG3
ABRA	POTEI
ABRA	PPP1R18
ABRA	SPTBN2
ABRA	SVIL
ABRA	TMOD1
ABRA	TMOD2
ABRA	TMOD3
ABRAXAS1	ALDH6A1
ABRAXAS1	BABAM1
ABRAXAS1	BABAM2
ABRAXAS1	BARD1
ABRAXAS1	BLOC1S6
ABRAXAS1	BRCA1
ABRAXAS1	BRCC3
ABRAXAS1	CFTR
ABRAXAS1	LAMC1
ABRAXAS1	MDC1
ABRAXAS1	PSMC5
ABRAXAS1	RABGGTB
ABRAXAS1	SUMO2
ABRAXAS1	TEKT4
ABRAXAS1	UBC
ABRAXAS1	UIMC1
ABRAXAS1	WTAP
ABRAXAS1	ZMYM3
ABRAXAS2	ARRDC1
ABRAXAS2	ATF4
ABRAXAS2	AUP1
ABRAXAS2	B4GALNT3
ABRAXAS2	BABAM1
ABRAXAS2	BABAM2
ABRAXAS2	BIRC6
ABRAXAS2	BRCC3
ABRAXAS2	BSPRY
ABRAXAS2	C9orf85
ABRAXAS2	CIMIP6
ABRAXAS2	CYTIP
ABRAXAS2	DCUN1D1
ABRAXAS2	DEF6
ABRAXAS2	DNAJC25
ABRAXAS2	DPP9
ABRAXAS2	FAM168A
ABRAXAS2	FERMT1
ABRAXAS2	GTPBP1
ABRAXAS2	LAMC1
ABRAXAS2	LOXL4
ABRAXAS2	NUMA1
ABRAXAS2	NUP62
ABRAXAS2	ODF1
ABRAXAS2	PNOC
ABRAXAS2	POC1B
ABRAXAS2	PSMC5
ABRAXAS2	SHMT1
ABRAXAS2	SHMT2
ABRAXAS2	SPINK14
ABRAXAS2	STK11
ABRAXAS2	SUV39H1
ABRAXAS2	TAFA4
ABRAXAS2	THAP11
ABRAXAS2	TNS2
ABRAXAS2	TNS4
ABRAXAS2	TP53
ABRAXAS2	TRAF7
ABRAXAS2	TSC22D4
ABRAXAS2	TUBB2B
ABRAXAS2	UBC
ABRAXAS2	USP7
ABRAXAS2	WWP1
ABRAXAS2	WWP2
ABRAXAS2	ZNF653
