source	target
GPR35	TMCO1
GPR35	TMEM161A
GPR35	TMEM186
GPR35	TNFRSF10B
GPR35	TNPO3
GPR35	TTYH3
GPR35	VDAC1
GPR35	YIF1B
GPR35	YIPF3
GPR35	YIPF5
GPR35	YIPF6
GPR35	ZDHHC13
GPR35	ZDHHC17
GPR37	HSPA1B
GPR37	HTR4
GPR37	LCE2A
GPR37	MSRB3
GPR37	MTNAP1
GPR37	NR1D2
GPR37	NXF1
GPR37	PICK1
GPR37	PPP2R5D
GPR37	PRKN
GPR37	PUM1
GPR37	PXN
GPR37	RRM1
GPR37	SCAMP4
GPR37	SDC2
GPR37	SLC3A2
GPR37	SLC6A3
GPR37	SYVN1
GPR37	TMEM161A
GPR37	TMUB2
GPR37	TTYH1
GPR37	WDFY1
GPR37	YIF1A
GPR37	YIF1B
GPR37	YY1
GPR37	ZFHX2
GPR37L1	GPR42
GPR37L1	GPX8
GPR37L1	IGFBP5
GPR37L1	INSIG2
GPR37L1	JAGN1
GPR37L1	LHFPL5
GPR37L1	PDCD1LG2
GPR37L1	PLN
GPR37L1	PRCP
GPR37L1	PRH1
GPR37L1	RNF122
GPR37L1	RPRM
GPR37L1	SCARB2
GPR37L1	SCARF1
GPR37L1	SEC22A
GPR37L1	SERP1
GPR37L1	SLC30A8
GPR37L1	STOM
GPR37L1	SYNPR
GPR37L1	THAP4
GPR37L1	THSD7B
GPR37L1	TM4SF4
GPR37L1	TMEM147
GPR37L1	TMEM243
GPR37L1	TMEM248
GPR37L1	TMEM52B
GPR37L1	TMEM54
GPR37L1	TMEM80
GPR37L1	TMEM86A
GPR37L1	TMEM86B
GPR37L1	TMEM97
GPR37L1	TNFRSF10C
GPR37L1	TSPAN12
GPR37L1	UNC93B1
GPR37L1	UPK1B
GPR39	HTR1A
GPR4	GPRASP1
GPR42	GYPC
GPR42	IER3IP1
GPR42	IGFBP5
GPR42	IL1RL1
GPR42	ITGAM
GPR42	JPH1
GPR42	KCNA1
GPR42	KLRG1
GPR42	LAT
GPR42	LEPROTL1
GPR42	LHFPL5
GPR42	LNPEP
GPR42	LTC4S
GPR42	MFSD6
GPR42	MGAM
GPR42	MS4A1
GPR42	NDUFB11
GPR42	NINJ2
GPR42	NRM
GPR42	NSG1
GPR42	PAEP
GPR42	PLP1
GPR42	PLPP1
GPR42	PMP22
GPR42	PNLIPRP1
GPR42	RPRM
GPR42	RTP2
GPR42	RUSF1
GPR42	SCD
GPR42	SERINC1
GPR42	SERP2
GPR42	SERTM1
GPR42	SLC30A2
GPR42	SLC30A3
GPR42	SLC30A8
GPR42	SLC35E4
GPR42	SLC38A1
GPR42	SLC38A7
GPR42	SLC39A2
GPR42	SLC41A1
GPR42	SLC41A2
GPR42	SLC61A1
GPR42	SMCO4
GPR42	SMIM3
GPR42	STATH
GPR42	STRIT1
GPR42	STX8
GPR42	SYNDIG1
GPR42	SYNGR1
GPR42	TEX264
GPR42	TF
GPR42	TM4SF4
GPR42	TMBIM6
GPR42	TMEM140
GPR42	TMEM147
GPR42	TMEM182
GPR42	TMEM19
GPR42	TMEM237
GPR42	TMEM239
GPR42	TMEM242
GPR42	TMEM30B
GPR42	TMEM60
GPR42	TMEM65
GPR42	TRARG1
GPR42	TREX1
GPR42	TSPO2
GPR42	TUSC5
GPR42	YIF1A
GPR42	YIPF1
GPR42	YIPF2
GPR42	YIPF4
GPR42	YIPF6
GPR42	ZFPL1
GPR45	GPRC5C
GPR45	GSDME
GPR45	GUF1
GPR45	HAX1
GPR45	HDHD5
GPR45	HEATR1
GPR45	HLA-F
GPR45	HLTF
GPR45	HOOK2
GPR45	HSPA12A
GPR45	ICAM1
GPR45	ICMT
GPR45	IDH2
GPR45	INTS1
GPR45	INTS2
GPR45	INTS5
GPR45	IPO11
GPR45	IPO13
GPR45	IPO8
GPR45	IRAK1
GPR45	JAK1
GPR45	KDELR1
GPR45	KDELR3
GPR45	KNTC1
GPR45	L2HGDH
GPR45	LARS2
GPR45	LPGAT1
GPR45	LRRC1
GPR45	MAN1B1
GPR45	MCM3AP
GPR45	MDN1
GPR45	METTL15
GPR45	MMP14
GPR45	MMP15
GPR45	MMS22L
GPR45	MSH6
GPR45	MSI1
GPR45	MSMO1
GPR45	MT-CO1
GPR45	MTOR
GPR45	MTX1
GPR45	MYO19
GPR45	MZT2B
GPR45	NBEAL2
GPR45	NCAPD3
GPR45	NCAPG2
GPR45	NDUFA13
GPR45	NDUFS2
GPR45	NDUFS3
GPR45	NFXL1
GPR45	NLRX1
GPR45	NOCT
GPR45	NOM1
GPR45	NOMO1
GPR45	NR2F1
GPR45	NTPCR
GPR45	NUBPL
GPR45	NUP205
GPR45	OCIAD2
GPR45	ODAD2
GPR45	OPA1
GPR45	OTX2
GPR45	PBXIP1
GPR45	PDS5A
GPR45	PEX1
GPR45	PEX19
GPR45	PEX6
GPR45	PI4K2B
GPR45	PI4KA
GPR45	PIGU
GPR45	PLAA
GPR45	PLEKHB1
GPR45	PLEKHH3
GPR45	POFUT4
GPR45	POLG
GPR45	PPOX
GPR45	PPP2R1B
GPR45	PPP6R1
GPR45	PPTC7
GPR45	PSEN1
GPR45	PTDSS2
GPR45	PYROXD2
GPR45	RAB18
GPR45	RAB29
GPR45	RAB38
GPR45	RAB3B
GPR45	RABL3
GPR45	RARS2
GPR45	RHOT2
GPR45	RNF213
GPR45	RSAD1
GPR45	RUSF1
GPR45	SAAL1
GPR45	SACM1L
GPR45	SAMHD1
GPR45	SAMM50
GPR45	SARDH
GPR45	SERAC1
GPR45	SGPL1
GPR45	SKIC2
GPR45	SKIC3
GPR45	SLC25A19
GPR45	SLC25A29
GPR45	SLC25A4
GPR45	SLC25A40
GPR45	SLC27A2
GPR45	SLC30A7
GPR45	SLC30A9
GPR45	SLC33A1
GPR45	SLC39A10
GPR45	SLC39A3
GPR45	SLC39A4
GPR45	SLC39A6
GPR45	SLC5A3
GPR45	SLC7A1
GPR45	SLC7A6
GPR45	SLFN5
GPR45	SPG7
GPR45	SPPL3
GPR45	STAT1
GPR45	STAT3
GPR45	STK11IP
GPR45	STOM
GPR45	STX17
GPR45	SUGCT
GPR45	SYNGR2
GPR45	SYNJ2BP
GPR45	TAP1
GPR45	TARS2
GPR45	TBC1D15
GPR45	TBC1D8
GPR45	TBC1D9B
GPR45	TELO2
GPR45	TFB2M
GPR45	TGFBR1
GPR45	TM9SF1
GPR45	TM9SF4
GPR45	TMED5
GPR45	TMEM161A
GPR45	TMEM209
GPR45	TMLHE
GPR45	TNPO1
GPR45	TNPO3
GPR45	TONSL
GPR45	TRUB2
GPR45	TTC8
GPR45	TTI1
GPR45	TTI2
GPR45	TUBA1A
GPR45	TUBB
GPR45	TUBB8
GPR45	TUBE1
GPR45	TUBGCP2
GPR45	TUBGCP4
GPR45	UBE3C
GPR45	UBXN8
GPR45	UCK2
GPR45	UFL1
GPR45	VMP1
GPR45	VPS8
GPR45	VWA8
GPR45	WDFY3
GPR45	XPO1
GPR45	XPO4
GPR45	XPO7
GPR45	XRCC3
GPR45	YIPF3
GPR45	ZMYM4
GPR50	GRPR
GPR50	HTR2C
GPR50	IFNGR2
GPR50	IFNLR1
GPR50	IFT27
GPR50	IPPK
GPR50	KLRC1
GPR50	KLRC2
GPR50	MAS1
GPR50	MLNR
GPR50	MRFAP1L1
GPR50	MT1A
GPR50	MT2A
GPR50	NTSR1
GPR50	P2RY10
GPR50	PCDHA12
GPR50	PCDHA8
GPR50	PTH1R
GPR50	RAMP2
GPR50	RET
GPR50	RUSF1
GPR50	SCAP
GPR50	SLC22A4
GPR50	TMEM171
GPR50	TMEM59
GPR50	TMEM9
GPR50	TOR2A
GPR50	TTYH1
GPR50	TUBB4B
GPR50	ZNF572
GPR52	GPR89A
GPR52	LGALS3
GPR52	LMBR1
GPR52	MBOAT7
GPR52	RETREG2
GPR52	SLC4A2
GPR52	SURF4
GPR52	SYNGR2
GPR52	TLCD4
GPR52	TMEM126A
GPR52	TMEM179B
GPR52	VKORC1L1
GPR52	YIPF3
GPR55	HOXD13
GPR55	INTS1
GPR55	IPO13
GPR55	LGALS3
GPR55	LPGAT1
GPR55	MCM3AP
GPR55	MISP
GPR55	MTOR
GPR55	MYO19
GPR55	NDUFA9
GPR55	OXA1L
GPR55	PGAP4
GPR55	PI4KA
GPR55	PIK3R4
GPR55	PPP6R1
GPR55	PRAME
GPR55	PTDSS2
GPR55	RAB18
GPR55	RAB29
GPR55	RARS2
GPR55	RUSF1
GPR55	SCAMP3
GPR55	SLC25A40
GPR55	SLC39A10
GPR55	SLC7A1
GPR55	SPG7
GPR55	STK11IP
GPR55	SYNJ2BP
GPR55	TARS2
GPR55	TELO2
GPR55	TFB2M
GPR55	TM9SF1
GPR55	TM9SF4
GPR55	TMEM201
GPR55	TMEM209
GPR55	TTI1
GPR55	TUBB
GPR55	TUBB3
GPR55	TUBB8
GPR55	TUBGCP2
GPR55	XPO1
GPR55	ZDHHC17
GPR61	KLRC1
GPR61	PLP1
GPR61	PMP22
GPR61	SCN3B
GPR61	SLC12A7
GPR61	SLC13A4
GPR61	SLC41A1
GPR61	STRIT1
GPR61	TMEM147
GPR61	TMEM218
GPR61	TMEM60
GPR61	TRARG1
GPR61	TUSC5
GPR84	IPO11
GPR84	LGALS3
GPR84	MPDU1
GPR84	RAB29
GPR84	RER1
GPR84	TNFAIP2
GPR84	TTI2
GPR84	TUBGCP2
GPR84	WFS1
GPR88	GRIN1
GPR88	LGR4
GPR88	MARCHF6
GPR88	MFSD8
GPR88	POTEF
GPR88	SLC39A10
GPR88	SLC5A3
GPR88	SLC7A3
GPR88	TMEM259
GPR89A	GRIN1
GPR89A	GRPR
GPR89A	HTR2C
GPR89A	IPPK
GPR89A	KCNE1
GPR89A	KIR2DL4
GPR89A	LPAR1
GPR89A	MALL
GPR89A	NIPAL1
GPR89A	NKAIN1
GPR89A	NTSR1
GPR89A	OPALIN
GPR89A	P2RY12
GPR89A	PIGN
GPR89A	RABL3
GPR89A	SCN4A
GPR89A	SEC62
GPR89A	SIDT2
GPR89A	SLC11A2
GPR89A	SLC1A1
GPR89A	SLC1A5
GPR89A	SLC22A4
GPR89A	SLC22A9
GPR89A	SLC24A3
GPR89A	SLC39A4
GPR89A	SLC39A5
GPR89A	SLC5A4
GPR89A	SLC5A8
GPR89A	SLC6A15
GPR89A	SLC6A20
GPR89A	SLC6A5
GPR89A	SLC7A1
GPR89A	SLC7A14
GPR89A	SLC7A8
GPR89A	SPPL2B
GPR89A	STRA6
GPR89A	TACR1
GPR89A	TACR3
GPR89A	TMEM169
GPR89A	TMEM59
GPR89A	TMEM63C
GPR89A	TSPAN15
GPR89A	TSPAN17
GPR89A	TSPAN31
GPR89A	TTYH1
GPR89A	VIPR1
GPR89A	VIPR2
GPR89A	VIRMA
GPR89A	YIPF3
GPR89B	SLC31A2
GPR89B	SLC43A3
GPR89B	SLC5A6
GPR89B	TMEM63A
GPR89B	VIRMA
GPR89B	WFS1
GPRASP1	OPRD1
GPRASP2	GYG2
GPRASP2	GYS1
GPRASP2	HLA-A
GPRASP2	HTT
GPRASP2	IQCN
GPRASP2	IRS4
GPRASP2	KLHL2
GPRASP2	KSR2
GPRASP2	LMO3
GPRASP2	LRIF1
GPRASP2	MBD3L2
GPRASP2	MCM5
GPRASP2	MICU2
GPRASP2	PIH1D2
GPRASP2	PLAC9
GPRASP2	PPP1R3B
GPRASP2	PRG2
GPRASP2	PRPF3
GPRASP2	PYGB
GPRASP2	PYGL
GPRASP2	PYGM
GPRASP2	RABGEF1
GPRASP2	REX1BD
GPRASP2	RHPN1
GPRASP2	RNF8
GPRASP2	RTL10
GPRASP2	SAPCD2
GPRASP2	SETDB1
GPRASP2	SEZ6L
GPRASP2	SH2D4A
GPRASP2	SREK1
GPRASP2	STBD1
GPRASP2	TBRG4
GPRASP2	TCF25
GPRASP2	TDRKH
GPRASP2	TSHZ3
GPRASP2	TTC23
GPRASP2	TXN2
GPRASP2	USP20
GPRASP2	YWHAG
GPRASP2	ZC2HC1C
GPRASP2	ZFYVE26
GPRASP2	ZNF688
GPRASP3	HOXA1
GPRASP3	INO80B
GPRASP3	IQUB
GPRASP3	KLHL38
GPRASP3	L3MBTL2
GPRASP3	LEO1
GPRASP3	LMO1
GPRASP3	LONRF1
GPRASP3	MFAP1
GPRASP3	MISP
GPRASP3	MPP1
GPRASP3	MYO15B
GPRASP3	NRIP1
GPRASP3	OTX1
GPRASP3	PALS1
GPRASP3	PHF1
GPRASP3	PNMA5
GPRASP3	POLR1C
GPRASP3	PRKAB2
GPRASP3	PRPF31
GPRASP3	PTGES3
GPRASP3	PTPA
GPRASP3	RCOR3
GPRASP3	SCNM1
GPRASP3	SH3KBP1
GPRASP3	SMARCD1
GPRASP3	SPANXN2
GPRASP3	SRCAP
GPRASP3	TASOR2
GPRASP3	TCEA2
GPRASP3	TEPSIN
GPRASP3	THOC1
GPRASP3	TLK1
GPRASP3	TOP3B
GPRASP3	TSGA10IP
GPRASP3	TXN2
GPRASP3	USP2
GPRASP3	USP20
GPRASP3	ZNF417
GPRC5A	LAMTOR1
GPRC5A	RHOB
GPRC5A	TRIM25
GPRC5B	GPRC5C
GPRC5B	H2AC11
GPRC5B	HIDE1
GPRC5B	HS2ST1
GPRC5B	IPPK
GPRC5B	IQGAP3
GPRC5B	JAK1
GPRC5B	KIAA2013
GPRC5B	KIRREL1
GPRC5B	KRTCAP3
GPRC5B	LRP10
GPRC5B	MLF1
GPRC5B	MMGT1
GPRC5B	MPP7
GPRC5B	MYRF
GPRC5B	NAPA
GPRC5B	ODR4
GPRC5B	OSMR
GPRC5B	PIGS
GPRC5B	PKP2
GPRC5B	PKP4
GPRC5B	PLEKHH3
GPRC5B	PREB
GPRC5B	PTPRF
GPRC5B	PTPRS
GPRC5B	RHBDF2
GPRC5B	SCAMP2
GPRC5B	SDCBP
GPRC5B	SEC63
GPRC5B	SLC39A6
GPRC5B	SPNS1
GPRC5B	STARD3
GPRC5B	STUM
GPRC5B	STX10
GPRC5B	STX5
GPRC5B	STX6
GPRC5B	STXBP1
GPRC5B	THEM6
GPRC5B	TMED1
GPRC5B	TMEM171
GPRC5B	TMEM201
GPRC5B	TNFRSF10A
GPRC5B	TNFRSF10B
GPRC5B	TNFRSF1A
GPRC5B	UFSP2
GPRC5B	VAMP3
GPRC5B	VAPA
GPRC5B	VTI1A
GPRC5B	YES1
GPRC5B	YIPF6
GPRC5C	HTR1B
GPRC5C	HTR2C
GPRC5C	IPPK
GPRC5C	ITGA8
GPRC5C	KIAA2013
GPRC5C	LCTL
GPRC5C	LPAR2
GPRC5C	MARCHF2
GPRC5C	MIA2
GPRC5C	MLNR
GPRC5C	NIPAL1
GPRC5C	NMT1
GPRC5C	NMT2
GPRC5C	NNT
GPRC5C	OPALIN
GPRC5C	P2RY1
GPRC5C	PCYT1A
GPRC5C	PTAFR
GPRC5C	PXK
GPRC5C	RAB11A
GPRC5C	SCAMP2
GPRC5C	SERINC2
GPRC5C	SLC22A4
GPRC5C	SLC39A4
GPRC5C	SPPL2B
GPRC5C	SYNE4
GPRC5C	SYNGR1
GPRC5C	TACR1
GPRC5C	TBL2
GPRC5C	TCAF1
GPRC5C	TMEM171
GPRC5C	TMEM184A
GPRC5C	TMEM30B
GPRC5C	TMEM63A
GPRC5C	TMEM79
GPRC5C	TNFRSF13B
GPRC5C	TNFRSF1A
GPRC5C	TNFSF18
GPRC5C	TNFSF8
GPRC5C	TSPAN15
GPRC5C	TTYH1
GPRC5C	VIPR2
GPRC5D	GPT
GPRC5D	GSTCD
GPRC5D	GYPA
GPRC5D	HOOK1
GPRC5D	IFITM3
GPRC5D	IGFBP5
GPRC5D	KIAA0319L
GPRC5D	LHFPL5
GPRC5D	LRRC25
GPRC5D	METTL16
GPRC5D	MIA2
GPRC5D	MPZL1
GPRC5D	MS4A6A
GPRC5D	NCAPD2
GPRC5D	NCAPG
GPRC5D	NRAC
GPRC5D	OCC1
GPRC5D	OSMR
GPRC5D	PMP22
GPRC5D	PRKDC
GPRC5D	PRRT2
GPRC5D	PSME2
GPRC5D	PVR
GPRC5D	SCAP
GPRC5D	SEC63
GPRC5D	SELENON
GPRC5D	SLC30A2
GPRC5D	SLC66A1
GPRC5D	SRPRA
GPRC5D	STX4
GPRC5D	STXBP3
GPRC5D	SYNDIG1
GPRC5D	TAMM41
GPRC5D	TMEM120B
GPRC5D	TMEM19
GPRC5D	TMEM208
GPRC5D	TMEM79
GPRC5D	TNFRSF10B
GPRC5D	TNPO3
GPRC5D	TRARG1
GPRC5D	TSPAN3
GPRC5D	TTI2
GPRC5D	TUSC5
GPRC5D	TWSG1
GPRC5D	ULBP3
GPRC5D	UNC93B1
GPRC5D	USP24
GPRC5D	VEZT
GPRC5D	XPO6
GPRC5D	YIPF1
GPRIN1	KCNE3
GPRIN1	MAGEA8
GPRIN1	RELL2
GPRIN1	RHOB
GPRIN1	S1PR1
GPRIN1	SDF4
GPRIN1	STAMBPL1
GPRIN1	TMEM185A
GPRIN1	TUBB4B
GPRIN1	VTN
GPRIN2	HAPLN2
GPRIN2	HTR4
GPRIN2	KRTAP10-5
GPRIN2	KRTAP10-8
GPRIN2	KRTAP12-1
GPRIN2	KRTAP12-2
GPRIN2	KRTAP12-4
GPRIN2	KRTAP4-12
GPRIN2	LNP1
GPRIN2	MDFI
GPRIN2	OTX1
GPRIN2	PLSCR1
GPRIN2	SFN
GPRIN2	SPRY2
GPRIN2	TRIP13
GPRIN2	YWHAE
GPRIN3	NLN
GPS1	HSPA12A
GPS1	IQGAP1
GPS1	IRF5
GPS1	KCTD6
GPS1	KLHL10
GPS1	KLHL18
GPS1	KLHL24
GPS1	KLHL36
GPS1	KLHL42
GPS1	KLHL8
GPS1	KLHL9
GPS1	LRR1
GPS1	MAGEA1
GPS1	NEDD8
GPS1	NFKBIA
GPS1	POLR2A
GPS1	PRKN
GPS1	PXDNL
GPS1	RBX1
GPS1	RHOBTB1
GPS1	RHOBTB2
GPS1	SAP130
GPS1	SKP1
GPS1	SKP2
GPS1	STK11
GPS1	TP53
GPS1	TRPC4AP
GPS1	UBE2M
GPS1	USP48
GPS1	WDTC1
GPS1	ZYG11B
GPS2	HDAC1
GPS2	HDAC3
GPS2	HDAC5
GPS2	HNF4A
GPS2	HNRNPH1
GPS2	HOXA1
GPS2	INTS11
GPS2	KRT27
GPS2	KRT31
GPS2	KRT34
GPS2	KRT36
GPS2	KRTAP11-1
GPS2	KRTAP13-2
GPS2	KRTAP3-1
GPS2	KRTAP3-3
GPS2	KRTAP6-1
GPS2	KRTAP6-2
GPS2	KRTAP6-3
GPS2	MAEA
GPS2	MAP3K7CL
GPS2	MAPK1
GPS2	MAPK3
GPS2	MSH4
GPS2	MSH5
GPS2	NCOR1
GPS2	NCOR2
GPS2	NDOR1
GPS2	NR0B2
GPS2	OIP5
GPS2	POU2AF1
GPS2	PPFIA1
GPS2	PPFIA3
GPS2	PRR22
GPS2	RALBP1
GPS2	RBPMS
GPS2	SESTD1
GPS2	SMUG1
GPS2	TBL1X
GPS2	TBL1XR1
GPS2	TBL1Y
GPS2	TFIP11
GPS2	TP53
GPS2	TP53BP2
GPS2	TRIM68
GPS2	TRIP6
GPS2	UBTD2
GPS2	VPS37C
GPS2	WDR87
GPSM1	HMG20A
GPSM1	INSC
GPSM1	KANK2
GPSM1	MAP1LC3A
GPSM1	NPAS1
GPSM1	NUMA1
GPSM1	PPP6R3
GPSM1	PRKN
GPSM1	RALBP1
GPSM1	RIBC1
GPSM1	SAPCD2
GPSM1	SEPTIN1
GPSM1	TASOR2
GPSM1	TEKT4
GPSM1	TRIP13
GPSM1	UGP2
GPSM1	USHBP1
GPSM1	USP9X
GPSM1	VEZF1
GPSM1	WDR83
GPSM1	ZBED1
GPSM2	HRAS
GPSM2	INSC
GPSM2	LRRC8E
GPSM2	NUMA1
GPSM2	TCEAL1
GPSM2	WHRN
GPSM3	GRN
GPSM3	GTF3C3
GPSM3	HELT
GPSM3	HIGD2B
GPSM3	HNRNPLL
GPSM3	HSF2BP
GPSM3	HSPB1
GPSM3	IQCE
GPSM3	IVD
GPSM3	KCNJ5-AS1
GPSM3	KIF1B
GPSM3	KRTAP11-1
GPSM3	KRTAP13-3
GPSM3	KRTAP19-4
GPSM3	MAPK7
GPSM3	MARK1
GPSM3	MARK2
GPSM3	MARK3
GPSM3	MAU2
GPSM3	MBD3L1
GPSM3	MEOX2
GPSM3	NCOA1
GPSM3	NDUFAF7
GPSM3	NFS1
GPSM3	NIPBL
GPSM3	NR0B2
GPSM3	P4HA3
GPSM3	PBX2
GPSM3	PDF
GPSM3	PHF1
GPSM3	PIAS4
GPSM3	PM20D2
GPSM3	PRR5
GPSM3	PUSL1
GPSM3	RIPK4
GPSM3	RNF11
GPSM3	RSPO4
GPSM3	SOD1
GPSM3	SPAG8
GPSM3	SPMIP5
GPSM3	SPRY3
GPSM3	STXBP5L
GPSM3	TADA2A
GPSM3	TARDBP
GPSM3	TEX11
GPSM3	TRMU
GPSM3	UFSP1
GPSM3	USHBP1
GPSM3	UTP6
GPSM3	VPS26A
GPSM3	VPS35
GPSM3	WFS1
GPSM3	YWHAB
GPSM3	YWHAE
GPSM3	YWHAG
GPSM3	YWHAH
GPSM3	YWHAQ
GPSM3	YWHAZ
GPSM3	ZNF20
GPSM3	ZNF581
GPT	GPT2
GPT	KPNA1
GPT	MAEA
GPT	PLD1
GPT2	PLA2G10
GPT2	THEM4
GPT2	THEM5
GPT2	UQCRFS1
GPX1	HBS1L
GPX1	HOXB6
GPX1	IGFBP5
GPX1	LIME1
GPX1	MRM1
GPX1	PAXX
GPX1	RAB3IL1
GPX1	RNF4
GPX1	SELENBP1
GPX1	SP6
GPX1	TICAM1
GPX1	TNS4
GPX1	VAX2
GPX1	YJU2B
GPX1	ZNF414
GPX3	TP53I3
GPX3	UBQLN1
GPX4	IL18
GPX4	LHFPL4
GPX4	NEDD4L
GPX4	OMP
GPX4	OTUB1
GPX4	PARK7
GPX4	PRDX6
GPX4	RNF31
GPX4	RPE
GPX4	VCY
GPX7	H2AC20
GPX7	HPCAL4
GPX7	HS3ST1
GPX7	HSPA13
GPX7	HSPA5
GPX7	HTT
GPX7	LYRM4
GPX7	MCTS1
GPX7	NCALD
GPX7	NFS1
GPX7	NMU
GPX7	NTAQ1
GPX7	OR2L13
GPX7	PAPSS1
GPX7	PAXX
GPX7	PCDH1
GPX7	PHETA1
GPX7	PLEKHJ1
GPX7	PLPBP
GPX7	PTPN11
GPX7	PYCR3
GPX7	RANBP3
GPX7	RIPK1
GPX7	SGTA
GPX7	SGTB
GPX7	SH3GL1
GPX7	SNX1
GPX7	SPRED1
GPX7	TCF25
GPX7	THNSL1
GPX7	THYN1
GPX7	TNFSF9
GPX7	UBQLN2
GPX7	UTP6
GPX7	ZC3HAV1L
GPX7	ZC3HC1
GPX7	ZG16B
GPX8	GRINA
GPX8	GXYLT1
GPX8	GYPA
GPX8	HARS2
GPX8	HFE
GPX8	HHATL
GPX8	HLA-G
GPX8	HMOX2
GPX8	HTR1B
GPX8	HTR3A
GPX8	IGFBP5
GPX8	IL9R
GPX8	INSIG2
GPX8	ITM2C
GPX8	KCNJ10
GPX8	KCNK16
GPX8	KIR2DL3
GPX8	KLRB1
GPX8	KLRD1
GPX8	KLRG1
GPX8	LAPTM4B
GPX8	LEPROTL1
GPX8	LHFPL5
GPX8	LIPG
GPX8	LNPEP
GPX8	LPAR2
GPX8	LPAR3
GPX8	MAN2B2
GPX8	MARCHF2
GPX8	MARCHF5
GPX8	MFAP4
GPX8	MFSD6
GPX8	MGST2
GPX8	MGST3
GPX8	MIP
GPX8	MMD
GPX8	MYADML2
GPX8	NEU1
GPX8	NINJ1
GPX8	NIPAL3
GPX8	NKG7
GPX8	NRAC
GPX8	NRM
GPX8	OCLN
GPX8	OR1D4
GPX8	PAEP
GPX8	PAQR5
GPX8	PAQR6
GPX8	PGAP2
GPX8	PLLP
GPX8	PLN
GPX8	PLP2
GPX8	PLPP4
GPX8	PLPP6
GPX8	PNLIPRP1
GPX8	PRB1
GPX8	PRG2
GPX8	PTPRO
GPX8	RAMP3
GPX8	RBFA
GPX8	RND1
GPX8	RTP2
GPX8	SCARB2
GPX8	SCARF1
GPX8	SCD
GPX8	SDF2L1
GPX8	SEC22B
GPX8	SELENOK
GPX8	SERINC1
GPX8	SERINC2
GPX8	SERP1
GPX8	SERTM1
GPX8	SFTPC
GPX8	SGMS2
GPX8	SLC13A3
GPX8	SLC1A1
GPX8	SLC22A9
GPX8	SLC30A3
GPX8	SLC34A3
GPX8	SLC35A1
GPX8	SLC35B4
GPX8	SLC39A4
GPX8	SLC41A2
GPX8	SLC61A1
GPX8	SMAGP
GPX8	SNORC
GPX8	SPPL2B
GPX8	ST6GAL2
GPX8	ST8SIA5
GPX8	STX3
GPX8	STX8
GPX8	SYT15
GPX8	TF
GPX8	THBD
GPX8	TIMMDC1
GPX8	TM2D3
GPX8	TM4SF4
GPX8	TMBIM6
GPX8	TMEM106A
GPX8	TMEM107
GPX8	TMEM109
GPX8	TMEM120B
GPX8	TMEM128
GPX8	TMEM14B
GPX8	TMEM19
GPX8	TMEM218
GPX8	TMEM229B
GPX8	TMEM243
GPX8	TMEM254
GPX8	TMEM42
GPX8	TMEM50B
GPX8	TMEM60
GPX8	TMEM86B
GPX8	TMEM97
GPX8	TMPRSS4
GPX8	TMUB2
GPX8	TNFSF8
GPX8	TRAM1L1
GPX8	TSPAN18
GPX8	TSPAN33
GPX8	UGT1A7
GPX8	UNC50
GPX8	UPK1B
GPX8	VAMP3
GPX8	VAMP4
GPX8	VAMP5
GPX8	VKORC1L1
GPX8	VSTM1
GPX8	VTI1B
GPX8	YIF1A
GPX8	YIPF6
GPX8	ZACN
GPX8	ZDHHC22
GRAMD1A	GRAMD1B
GRAMD1A	GRAMD2B
GRAMD1A	HTR3A
GRAMD1A	KCNE3
GRAMD1A	KCNJ10
GRAMD1A	KCNK16
GRAMD1A	LRP3
GRAMD1A	LSMEM2
GRAMD1A	MAL
GRAMD1A	MCOLN3
GRAMD1A	PCDHB1
GRAMD1A	PCDHB3
GRAMD1A	PCDHGB4
GRAMD1A	PIGH
GRAMD1A	PKD2L2
GRAMD1A	PREX2
GRAMD1A	ST14
GRAMD1A	STYK1
GRAMD1A	TMEM30A
GRAMD1A	TMX1
GRAMD1A	TTMP
GRAMD1A	TTYH1
GRAMD1A	ZDHHC12
GRAMD1A	ZNRF4
GRAMD1B	GRAMD1C
GRAMD1B	GRAMD2A
GRAMD1B	GRAMD2B
GRAMD1B	GTPBP2
GRAMD1B	HARS2
GRAMD1B	HOMER1
GRAMD1B	HTR3A
GRAMD1B	ITPRIPL1
GRAMD1B	LSMEM2
GRAMD1B	NDE1
GRAMD1B	PCDHGB4
GRAMD1B	PDCD2L
GRAMD1B	RBM14
GRAMD1B	TMEM131
GRAMD1B	TMX1
GRAMD1B	TRAPPC10
GRAMD1B	TRAPPC14
GRAMD1B	TRAPPC2L
GRAMD1B	TRAPPC4
GRAMD1B	TRAPPC9
GRAMD1B	TTC13
GRAMD1B	TTC17
GRAMD1B	TTYH1
GRAMD1B	ZBTB1
GRAMD1C	GRAMD2B
GRAMD1C	HEATR3
GRAMD1C	SCARA3
GRAMD1C	SLC16A2
GRAMD1C	TMX1
GRAMD1C	TTYH1
GRAMD2A	GRAMD2B
GRAMD2A	TRAF3IP3
GRAMD2A	TUBA3D
GRAMD2A	TUBA8
GRAMD2B	HOMER1
GRAMD2B	KCNE3
GRAMD2B	MARCHF5
GRAMD2B	MORF4L2
GRAMD2B	MYRF
GRAMD2B	NAPRT
GRAMD2B	PAEP
GRAMD2B	SEC22A
GRAMD2B	TMEM43
GRAMD2B	TMX1
