condition	Name	Term	ES	NES	pval	fdr	FWER p-val	Tag %	Gene %	Lead_genes	kinase
αCD3_αCD226_5min	prerank	LYN	0.6030594320933654	1.1800942707729614	0.243142144638404	0.7658216755361524	1.0	3/12	12.89%	HCLS1;NMT1;TRIM28	LYN
αCD3_αCD226_5min	prerank	PKACA	0.47513856148820643	1.1720532417548584	0.20062370062370063	0.765658929197376	1.0	31/57	35.47%	PLCG1;PDE4A;VASP;DMTN;GSK3A;MARK2;PFKFB3;IQGAP2;STIM1;AKAP13;RPTOR;RB1;ARHGAP17;STMN1;MARK3;MORC2;URI1;TPR;NF2;VIM;FYN;NCOA3;ARHGDIA;PJA2;ADD1;PLEC;PFKFB2;FOXO1;PTPN7;RAF1;ENSA	PKACA
αCD3_αCD226_5min	prerank	PKCZ	0.694146743610882	1.150038385964336	0.29535864978902954	0.8254995060705522	1.0	5/5	30.87%	MARK2;MARK3;VIM;NCOA3;ADD1	PKCZ
αCD3_αCD226_5min	prerank	PRKD1	0.5980036019531254	1.1411002989019468	0.3033292231812577	0.8282885102173427	1.0	5/10	24.22%	VASP;KAT7;MARK2;PI4KB;HDAC7	PRKD1
αCD3_αCD226_5min	prerank	AurB	0.5022599201676503	1.132638270442304	0.3010033444816054	0.829881138268379	1.0	14/29	32.27%	LMO7;INCENP;MKI67;KNL1;AHNAK;RB1;PRRC2C;RBMX;NELFE;VIM;CDCA2;PLEC;H2BC12;RACGAP1	AurB
αCD3_αCD226_5min	prerank	PKCB iso2	0.6373564326517683	1.1306429017063488	0.324468085106383	0.8054771995793633	1.0	4/7	33.00%	GSK3A;PRKCB;EIF4G1;LMNB1	PKCB iso2
αCD3_αCD226_5min	prerank	P38B	-0.5568153289589846	-1.1298150331712462	0.2556390977443609	0.7156844730279565	0.976	1/6	0.82%	EP300	P38B
αCD3_αCD226_5min	prerank	CDK4	0.6592567766710558	1.1188959151362363	0.3038821954484605	0.8221020558740836	1.0	3/6	20.44%	RBL2;RBL1;RB1	CDK4
αCD3_αCD226_5min	prerank	PLK1	0.48264384079206035	1.1131876745790037	0.3256325632563256	0.8121793441891589	1.0	12/33	27.50%	CLIP1;WDR62;KAT7;CDC27;KNL1;MAP2K2;MDM2;OPTN;MDC1;PCNT;VIM;CDC25B	PLK1
αCD3_αCD226_5min	prerank	PKCA	0.46350180918755374	1.105857353146012	0.3158458244111349	0.809800743853196	1.0	19/41	35.22%	SPN;PLCG1;VASP;GSK3A;PFKFB3;ARHGEF1;PRKAA1;CD3G;EIF4G1;VIM;DOCK8;ARHGDIA;RALBP1;ADD1;NF1;PRKD2;IQGAP1;RAF1;THOC5	PKCA
αCD3_αCD226_5min	prerank	PRKD2	0.6776586974443528	1.0982027597114163	0.35127478753541075	0.8107772218858544	1.0	5/5	32.51%	VASP;MARK2;PI4KB;HDAC7;PRKD2	PRKD2
αCD3_αCD226_5min	prerank	JNK1	0.5014387052330621	1.0824138124361045	0.38496583143507973	0.841764124788885	1.0	12/21	36.95%	LIMD1;WDR62;RPTOR;JUNB;EIF4ENIF1;CDC25B;NCOA3;AIMP1;ATN1;JUND;CDC25C;PXN	JNK1
αCD3_αCD226_5min	prerank	ULK1	-0.5521217199899568	-1.0807101365296696	0.34983498349834985	0.6851292820580128	0.983	1/5	1.72%	RB1CC1	ULK1
αCD3_αCD226_5min	prerank	Abl	0.501192936888044	1.0776005969478666	0.3811710677382319	0.8309270762768924	1.0	9/21	28.08%	PLCG1;ERCC6;MDM2;RAPGEF1;RB1;JUNB;PDHA1;NCOA3;NCK1	Abl
αCD3_αCD226_5min	prerank	Chk1	0.43767938680328194	1.0694136543322759	0.37985309548793283	0.8316776074694879	1.0	22/57	27.50%	LMO7;EML3;NUP153;MATR3;SRRM2;OSBPL11;MED1;TICRR;MKI67;TRIM28;MCM3;MAP2K2;MYCBP2;MDC1;RB1;PRRC2C;ANKRD12;HNRNPA2B1;ARHGEF2;TRIP12;PPME1;CDC25B	Chk1
αCD3_αCD226_5min	prerank	Akt2	0.6236841632303058	1.0672975923767594	0.42191780821917807	0.8134540008285268	1.0	4/6	32.27%	ADAR;NF2;EDC3;RACGAP1	Akt2
αCD3_αCD226_5min	prerank	P38A	0.49214905733015074	1.066204202953641	0.40022805017103763	0.7925290124972586	1.0	5/21	20.44%	LIMK1;BAZ1B;MKNK1;MRTFA;RB1	P38A
αCD3_αCD226_5min	prerank	SGK1	0.5624417820616117	1.0606022749447046	0.424968474148802	0.7877924312709693	1.0	6/10	36.29%	MKNK1;MDM2;MAPK1;HTT;RICTOR;KMT2D	SGK1
αCD3_αCD226_5min	prerank	PDK1	0.6048751088813447	1.0546623654524099	0.42706964520367935	0.7831145172769085	1.0	2/7	14.12%	RPS6KA1;MAP2K2	PDK1
αCD3_αCD226_5min	prerank	ASK1	0.653497107397023	1.0536116880183277	0.43826322930800543	0.7645924500709244	1.0	1/5	17.08%	MAPRE1	ASK1
αCD3_αCD226_5min	prerank	mTOR	-0.42462876309819797	-1.039551512088051	0.39226519337016574	0.6550915943224644	0.989	4/12	8.29%	SRRM1;AKT1S1;PATL1;ANKRD17	mTOR
αCD3_αCD226_5min	prerank	RSK2	0.5967412355384953	1.0359366139026631	0.44954128440366975	0.7940347746457377	1.0	2/7	22.50%	GSK3A;STMN1	RSK2
αCD3_αCD226_5min	prerank	PKCE	0.5723759675704294	1.0348401133198544	0.4507042253521127	0.7768836115925118	1.0	4/8	38.75%	RAB5A;PRKD2;IQGAP1;BAD	PKCE
αCD3_αCD226_5min	prerank	CDK9	-0.4723724868818609	-1.0306132475383394	0.40625	0.5866911668197927	0.989	2/7	4.19%	SIRT1;NCOA2	CDK9
αCD3_αCD226_5min	prerank	CK1D	0.5811978147639717	1.0278406448322452	0.4838709677419355	0.7758643765335712	1.0	5/7	32.51%	MDM2;SMARCA4;DCK;NCOA3;PRKD2	CK1D
αCD3_αCD226_5min	prerank	AMPKA1	0.4524917455259871	1.0237682979071627	0.47244094488188976	0.767123340906141	1.0	10/29	21.35%	BRAF;VASP;PFKFB3;CCNY;PRKAA1;STIM1;MKNK1;RPTOR;PDHA1;TBC1D1	AMPKA1
αCD3_αCD226_5min	prerank	PAK2	-0.519606037397122	-1.0218010412823475	0.37318840579710144	0.5352408452552828	0.989	1/5	0.90%	PAK2	PAK2
αCD3_αCD226_5min	prerank	CK2A1	0.4182679896812712	1.0071821129112781	0.4963350785340314	0.7894449325570069	1.0	8/49	10.84%	CLIP1;RGS19;HNRNPA1;HCLS1;IL16;ABCF1;YWHAQ;CDC27	CK2A1
αCD3_αCD226_5min	prerank	IKKA	0.5722589465998019	0.986945096775777	0.5382475660639777	0.8219778965645781	1.0	3/6	33.91%	NFKB2;NCOA3;RELB	IKKA
αCD3_αCD226_5min	prerank	DNAPK	0.5289391828139621	0.9791417657132788	0.5568181818181818	0.8211019406647334	1.0	2/9	26.11%	MED1;VIM	DNAPK
αCD3_αCD226_5min	prerank	ZAP70	0.5874978427572218	0.9710527928971663	0.5544959128065395	0.8210594521100878	1.0	2/5	23.89%	LCP2;DBNL	ZAP70
αCD3_αCD226_5min	prerank	Src	0.40116740397703526	0.9676383203263342	0.5688935281837161	0.8110744108523158	1.0	25/55	36.95%	RPS6KA3;THRAP3;HLA-B;FUBP1;ARAF;MAPRE1;MDM2;RAPGEF1;ARHGEF7;PBK;PDHA1;GTF2I;ARHGAP5;ARHGEF2;TRIM25;GIT1;ARHGDIA;SH3GL1;RBM10;PRKD2;IQGAP1;RAF1;THOC5;PRKCD;PXN	Src
αCD3_αCD226_5min	prerank	NEK6	0.5522525877393761	0.9539945290034382	0.5930232558139535	0.8232620768631513	1.0	3/7	29.15%	EML4;RBL2;RPS6KB1	NEK6
αCD3_αCD226_5min	prerank	TAK1	0.5133784476555018	0.9348755179212795	0.5949685534591195	0.844822504062968	1.0	4/9	25.04%	EIF4B;HNRNPA2B1;HDAC7;RBMX	TAK1
αCD3_αCD226_5min	prerank	IKKB	0.4928695094894642	0.9000100016155967	0.6433289299867899	0.8941534231359285	1.0	4/8	33.91%	PFKFB3;OPTN;HTT;RELB	IKKB
αCD3_αCD226_5min	prerank	p90RSK	0.4339916830297349	0.8969813182709896	0.6615566037735849	0.8818017271597463	1.0	7/16	38.75%	VASP;RPTOR;EIF4B;CDC25B;CDC25C;REPS1;BAD	p90RSK
αCD3_αCD226_5min	prerank	GSK3B	0.3884064934047395	0.8935987225420922	0.6801310043668122	0.8702230836568399	1.0	7/32	20.53%	MARK2;AREL1;PRKAA1;MAPRE1;RPTOR;NFKB2;JUNB	GSK3B
αCD3_αCD226_5min	prerank	Akt1	0.36210509893735426	0.8734816598299548	0.7334732423924449	0.887138959635056	1.0	14/52	17.73%	PLCG1;HNRNPA1;RPS6KA3;BRAF;ACIN1;GSK3A;KAT6A;PFKFB3;PRKAA1;IWS1;ADAR;AGAP2;TOPBP1;MDM2	Akt1
αCD3_αCD226_5min	prerank	PKCT	0.4848059108189321	0.8685964364967553	0.6910039113428944	0.8786148089848863	1.0	2/8	5.34%	PPP1R12A;PRKCQ	PKCT
αCD3_αCD226_5min	prerank	FAK	0.5052330438688211	0.8517187454509877	0.7204884667571235	0.888945540295083	1.0	3/6	36.95%	GIT1;SH3GL1;PXN	FAK
αCD3_αCD226_5min	prerank	AurA	0.40058153335964614	0.8327511792066843	0.7434988179669031	0.8999139606768427	1.0	2/16	5.01%	LIMK1;WDR62	AurA
αCD3_αCD226_5min	prerank	CDK2	0.3302308479568151	0.8175077902847633	0.83640081799591	0.9044815561736628	1.0	22/78	25.62%	PRRC2A;THRAP3;MED1;TICRR;MKI67;KAT7;SRSF9;LRCH3;MCM3;MRTFA;ZC3H11A;AFDN;RBL2;TOPBP1;GIGYF2;RBL1;MDC1;RB1;LARP1;STMN1;SCML2;EIF4G1	CDK2
αCD3_αCD226_5min	prerank	PKCD	0.3801861889954967	0.8149761512500521	0.7625730994152047	0.891694437968667	1.0	3/19	11.41%	GSK3A;MARK2;CXCR4	PKCD
αCD3_αCD226_5min	prerank	CDK1	0.3144255720500547	0.8075190409145149	0.878147029204431	0.88625612467021	1.0	37/108	31.44%	LIMD1;EML3;MAPK3;IL16;SRRM2;INCENP;MKI67;KAT7;PIK3C2A;NUP50;CDC27;AHNAK;STIM1;ZC3H11A;RPTOR;GIGYF2;PBK;SEPTIN9;RB1;NDEL1;STMN1;PI4KB;SKA3;TPR;ARHGEF2;SCML2;EIF4G1;VIM;CDC25B;NCOA3;RPS6KB1;USP1;VGLL4;CDCA2;ADD1;PPP1R13L;PYCR2	CDK1
αCD3_αCD226_5min	prerank	p70S6K	-0.3351025097528677	-0.7926544427592959	0.7510729613733905	0.8717679485496784	1.0	2/10	6.81%	SRPK2;BACH2	p70S6K
αCD3_αCD226_5min	prerank	CDK7	0.48483026122116246	0.792629056910667	0.7934336525307798	0.8897357193897419	1.0	2/5	20.44%	MED1;RB1	CDK7
αCD3_αCD226_5min	prerank	AMPKA2	-0.3413154842900643	-0.712344901026449	0.7727272727272727	0.9149375365414216	1.0	1/7	0.90%	PAK2	AMPKA2
αCD3_αCD226_5min	prerank	PKCI	-0.3586919387166896	-0.7080960463577267	0.7870036101083032	0.8438115238220238	1.0	1/6	0.82%	EP300	PKCI
αCD3_αCD226_5min	prerank	GSK3A	0.3623719648244361	0.7002467989851378	0.874390243902439	0.9743523150951212	1.0	4/11	34.24%	GSK3A;PRKAA1;NCOA3;RICTOR	GSK3A
αCD3_αCD226_5min	prerank	LKB1	0.37759901032527066	0.6823702439263742	0.8880105401844532	0.9749979234589585	1.0	3/8	23.40%	MARK2;PRKAA1;MARK3	LKB1
αCD3_αCD226_5min	prerank	PKG1	0.38185874640562123	0.6684708394069275	0.8977119784656796	0.9701612132264129	1.0	3/7	22.50%	VASP;GTF2I;STMN1	PKG1
αCD3_αCD226_5min	prerank	ATM	0.2778421362791981	0.6518099562657742	0.9377682403433476	0.9677481521272349	1.0	8/39	20.28%	MATR3;MED1;TRIM28;MCM3;PBRM1;TOPBP1;MDM2;MDC1	ATM
αCD3_αCD226_5min	prerank	ATR	0.2999175546399734	0.6353100127232595	0.931113662456946	0.9647368232369905	1.0	4/18	20.28%	KMT2A;MCM3;MDM2;MDC1	ATR
αCD3_αCD226_5min	prerank	CDK5	0.2821463044965449	0.6240366654243246	0.9453734671125975	0.9569646503396225	1.0	9/23	36.95%	AGAP2;TLN1;RB1;HTT;VIM;RPS6KB1;ADD1;FOXO1;PXN	CDK5
αCD3_αCD226_5min	prerank	PAK1	0.2817769426443929	0.5967475232621701	0.9422850412249706	0.9571237372932666	1.0	9/18	29.06%	LIMK1;BRAF;STMN1;MORC2;ARHGEF2;NF2;GIT1;VIM;ARHGDIA	PAK1
αCD3_αCD2_10min	prerank	ULK1	-0.750415351310418	-1.4532602900387808	0.13745704467353953	1.0	0.72	2/5	3.77%	SEC16A;RIPK1	ULK1
αCD3_αCD2_10min	prerank	PKCB	0.7967918155078584	1.3839615838571042	0.04768211920529802	1.0	0.9	5/6	20.43%	PRKAA1;GSK3A;PRKCB;EPB41;STMN1	PKCB
αCD3_αCD2_10min	prerank	Ret	0.8108425266160626	1.3613140358719868	0.060941828254847646	1.0	0.948	2/5	0.49%	PLCG1;MAPK3	Ret
αCD3_αCD2_10min	prerank	PKCB iso2	0.7398359714917072	1.3454551568364586	0.08355437665782493	1.0	0.966	5/7	24.94%	GSK3A;PRKCB;FUS;LMNB1;EIF4G1	PKCB iso2
αCD3_αCD2_10min	prerank	ERK2	0.531747443473375	1.3377999776029446	0.03995793901156677	1.0	0.974	28/54	35.36%	RPS6KA1;MKNK1;CIC;NUP214;RPS6KA3;ERF;CRTC3;NUP50;NUP153;HELLS;CRTC2;SORBS3;EP300;ARHGEF2;PTPN7;ABI1;MRTFA;MAPK1;EIF4G1;NCOA2;STIM1;MED1;BAD;ADD1;PXN;PML;RPS6KB1;CEP55	ERK2
αCD3_αCD2_10min	prerank	EGFR	0.7710156283003429	1.3364308123878748	0.08367626886145405	1.0	0.977	2/6	3.36%	PLCG1;PRKDC	EGFR
αCD3_αCD2_10min	prerank	p90RSK	0.6187692221163776	1.333227488083422	0.08561236623067776	0.8602877545061187	0.98	5/16	14.44%	EIF4B;CIC;VASP;REPS1;CDC25B	p90RSK
αCD3_αCD2_10min	prerank	TAK1	0.6954366164752059	1.3206978465520907	0.10148514851485149	0.8297728074267057	0.988	6/9	26.58%	EIF4B;HNRNPA2B1;MAP3K7;HSP90B1;HDAC7;CDC25C	TAK1
αCD3_αCD2_10min	prerank	Abl	0.5733361745650873	1.2802869654936084	0.1247086247086247	1.0	0.998	9/21	23.38%	PLCG1;EMD;VAV1;ERCC6;NCOA3;RAPGEF1;PLEKHG2;ABI1;JUNB	Abl
αCD3_αCD2_10min	prerank	Syk	0.6990199543933442	1.256684113971921	0.17015706806282724	1.0	0.999	2/7	8.53%	PLCG1;LCP2	Syk
αCD3_αCD2_10min	prerank	CDK7	-0.6512970617342069	-1.253945654122099	0.2214765100671141	1.0	0.909	1/5	0.41%	POLR2A	CDK7
αCD3_αCD2_10min	prerank	ERK1	0.5019188588478756	1.2519845178502291	0.11004273504273504	0.9967030341642114	0.999	23/47	33.22%	MAPK3;MKNK1;CIC;NUP214;CRTC3;NUP50;NUP153;SORBS3;EP300;ARHGEF2;STMN1;ABI1;LIMA1;MRTFA;EIF4G1;NCOA2;RAB5A;MED1;XBP1;BAD;PXN;PML;BAZ1B	ERK1
αCD3_αCD2_10min	prerank	Fyn	0.5872946327728092	1.2410447614266618	0.18083832335329342	0.9807930382908483	0.999	11/15	34.21%	RPS6KA3;AGAP2;NMT1;FYB1;PECAM1;MAPK14;FUS;SLAMF1;FYN;PXN;PAG1	Fyn
αCD3_αCD2_10min	prerank	Cot	0.7405107776668133	1.2299027849100275	0.17783857729138167	0.9642443789652518	0.999	3/5	24.94%	RPS6KA1;MAP2K2;EIF4G1	Cot
αCD3_αCD2_10min	prerank	Chk1	0.47714402494075603	1.222735757586998	0.13354363827549948	0.9333316997568013	1.0	25/57	29.12%	MKI67;MATR3;HNRNPA2B1;BAZ1A;EPRS1;SPEN;TICRR;TRIM28;MYCBP2;MAP2K2;NUP153;SRRM2;CDC25B;BUD13;ARHGEF2;INF2;RACGAP1;ZC3HC1;ANKRD12;CDC25C;TRIP12;RB1;RANBP2;MDC1;MED1	Chk1
αCD3_αCD2_10min	prerank	PKACA	0.4759524452472105	1.2217455764603165	0.1259259259259259	0.8722294906654229	1.0	30/57	38.06%	PLCG1;EMD;VASP;MARK2;AKAP13;GSK3A;IQGAP2;TPR;EMSY;NCOA3;ARHGEF6;FOXO1;PTPN7;STMN1;URI1;PLEC;RB1;ARHGAP17;STIM1;NF2;FYN;ATXN1;BAD;ADD1;H1-4;PJA2;RAF1;RPTOR;PFKFB2;PDE3B	PKACA
αCD3_αCD2_10min	prerank	PRKD2	0.7331807647344676	1.2143679079498804	0.18194254445964433	0.8531379575801014	1.0	4/5	20.59%	VASP;MARK2;PRKD2;HDAC7	PRKD2
αCD3_αCD2_10min	prerank	PKCA	0.49280822837000116	1.2062453677215879	0.1788793103448276	0.8394341801385682	1.0	8/41	13.45%	SPN;PLCG1;PRKAA1;VASP;CD3G;GSK3A;PRKD2;BCL11B	PKCA
αCD3_αCD2_10min	prerank	Akt1	0.4776074658879792	1.2028929071627739	0.1537645811240721	0.8071298408668237	1.0	14/53	18.38%	PLCG1;ACIN1;PRKAA1;RPS6KA3;IWS1;AGAP2;GSK3A;HTT;TOPBP1;ADAR;EP300;EMSY;KAT6A;FOXO1	Akt1
αCD3_αCD2_10min	prerank	p70S6K	0.6020243672998677	1.1840549995502538	0.24099378881987576	0.8520471096245564	1.0	2/10	4.18%	EIF4B;EPRS1	p70S6K
αCD3_αCD2_10min	prerank	PKG1	0.6556254602711515	1.1839848107293531	0.2449528936742934	0.807483349609989	1.0	3/7	20.43%	VASP;ARHGEF6;STMN1	PKG1
αCD3_αCD2_10min	prerank	P38A	0.528601347988723	1.1733084925032704	0.2409090909090909	0.8159839133551008	1.0	12/21	40.69%	MKNK1;SNX27;NCOA3;PTPN7;MRTFA;RB1;PXN;BAZ1B;KAT5;BUB3;ELAVL1;STAT3	P38A
αCD3_αCD2_10min	prerank	Lck	0.5850009692940642	1.172669914552283	0.26282853566958697	0.7797699632532793	1.0	6/11	25.27%	VAV1;PRKCQ;LCP2;PECAM1;MAPK14;SLAMF1	Lck
αCD3_αCD2_10min	prerank	MARK2	0.6979311466192775	1.1720490404191983	0.2611036339165545	0.7472362391132799	1.0	3/5	20.59%	MARK2;ARHGEF2;HDAC7	MARK2
αCD3_αCD2_10min	prerank	PKCT	0.6346052961350155	1.1651992672155584	0.27054361567635904	0.7407764939701051	1.0	4/8	18.62%	PPP1R12A;PRKCQ;ARHGEF6;PTPN7	PKCT
αCD3_αCD2_10min	prerank	Akt2	0.6597272500279454	1.140549589273628	0.3033112582781457	0.8051080406678878	1.0	4/6	29.70%	ADAR;RACGAP1;NF2;EDC3	Akt2
αCD3_αCD2_10min	prerank	CDK4	0.6463677083971668	1.1372150152976936	0.300132802124834	0.7856666401210479	1.0	4/6	27.15%	RBL2;FOXO1;RBL1;RB1	CDK4
αCD3_αCD2_10min	prerank	P38B	0.6493723397907871	1.1128433518772456	0.33557951482479786	0.8496848218278497	1.0	3/6	16.57%	SNX27;CDC25B;EP300	P38B
αCD3_αCD2_10min	prerank	PDK1	0.6231045892315447	1.1116699775584378	0.3507853403141361	0.8231159247166255	1.0	3/7	14.77%	RPS6KA1;MAP2K2;PRKCD	PDK1
αCD3_αCD2_10min	prerank	RSK2	0.6159428492859751	1.109568751424287	0.3527080581241744	0.8022178864378434	1.0	3/7	20.43%	CIC;GSK3A;STMN1	RSK2
αCD3_αCD2_10min	prerank	PKCD	0.49879376518890783	1.0996536733582305	0.3684210526315789	0.8080411255708453	1.0	5/19	23.79%	MARK2;GSK3A;PRKCD;EP300;CXCR4	PKCD
αCD3_αCD2_10min	prerank	CDK9	-0.5299811712374913	-1.0946697860866363	0.3548387096774194	1.0	0.974	2/7	3.12%	POLR2A;SIRT1	CDK9
αCD3_αCD2_10min	prerank	PKCI	0.5923050962912788	1.0770809251651283	0.409387222946545	0.860999177085822	1.0	2/7	16.57%	MARK2;EP300	PKCI
αCD3_αCD2_10min	prerank	PRKD1	0.5505359159310016	1.0737853825374384	0.37531486146095716	0.8450323299945796	1.0	2/10	5.17%	VASP;MARK2	PRKD1
αCD3_αCD2_10min	prerank	Akt3	0.6403263236436534	1.0639362421269047	0.43373493975903615	0.8529400931751214	1.0	3/5	16.98%	IWS1;ADAR;EMSY	Akt3
αCD3_αCD2_10min	prerank	AMPKA1	0.4458310791823899	1.0630487934328863	0.3933333333333333	0.8297450896638602	1.0	12/29	37.57%	MKNK1;PRKAA1;VASP;EP300;FOXO1;STIM1;KLC1;NCL;ACACA;RPTOR;SLC12A2;PFKFB2	AMPKA1
αCD3_αCD2_10min	prerank	PKCE	0.578831706235383	1.055918855384933	0.43114543114543114	0.8271856803563984	1.0	6/8	40.69%	GLS;PRKD2;RAB5A;BAD;IQGAP1;STAT3	PKCE
αCD3_αCD2_10min	prerank	LKB1	0.5673297428065563	1.0500230903412824	0.4461738002594034	0.8205344770702739	1.0	2/8	5.17%	PRKAA1;MARK2	LKB1
αCD3_αCD2_10min	prerank	ASK1	0.6258323416928397	1.0480191229043228	0.44537815126050423	0.804203941139515	1.0	2/5	20.75%	MAPRE1;MAPK14	ASK1
αCD3_αCD2_10min	prerank	PLK1	0.4326647212558077	1.0452663091075798	0.43473451327433627	0.7904289413248559	1.0	14/33	29.37%	PRKDC;GTSE1;OPTN;CLIP1;CDC27;MAP2K2;BORA;CDC25B;RACGAP1;PCNT;SUGT1;CDC25C;MDC1;WDR62	PLK1
αCD3_αCD2_10min	prerank	AMPKA2	-0.48739289289175036	-1.0394637572870435	0.376425855513308	1.0	0.983	2/7	7.88%	PAK2;PDHA1	AMPKA2
αCD3_αCD2_10min	prerank	ROCK1	0.5497030350601765	1.031193807626835	0.4742268041237113	0.808438153598538	1.0	1/8	0.82%	PPP1R12A	ROCK1
αCD3_αCD2_10min	prerank	PKCZ	0.5841477714363263	1.0295041432095928	0.46963562753036436	0.792442666568652	1.0	2/6	17.47%	MARK2;NCOA3	PKCZ
αCD3_αCD2_10min	prerank	FAK	-0.49490719296174307	-1.0288741337815097	0.3895131086142322	0.8706013802168913	0.985	2/6	8.12%	LAT;ATP2B4	FAK
αCD3_αCD2_10min	prerank	MAPKAPK2	0.47174991691571827	1.027511009102641	0.45260663507109006	0.777353667277216	1.0	8/19	26.58%	RCSD1;CEP131;TRIM28;CDC25B;RBM7;PARN;MRTFA;CDC25C	MAPKAPK2
αCD3_αCD2_10min	prerank	Chk2	0.5292201684790608	1.025095366482314	0.46496815286624205	0.7646144313637132	1.0	6/10	40.44%	TRIM28;INCENP;CDC25C;RB1;PML;ELAVL1	Chk2
αCD3_αCD2_10min	prerank	SGK1	0.5210053141674372	1.0225200757279116	0.4824120603015075	0.7535743675506358	1.0	2/10	8.94%	MKNK1;HTT	SGK1
αCD3_αCD2_10min	prerank	PAK2	-0.5319431987105501	-1.0151330900589275	0.41064638783269963	0.7569503779165297	0.985	1/5	0.90%	PAK2	PAK2
αCD3_αCD2_10min	prerank	CDK2	0.38297522627442376	1.012675025027865	0.4794661190965092	0.7606182783252555	1.0	29/78	29.12%	MKI67;ANKLE2;LIG3;AFDN;TICRR;SCML2;TOPBP1;BCLAF1;LRCH3;CRTC2;SORBS3;PRRC2A;RBL2;ZC3H11A;GIGYF2;FOXO1;NUP98;STMN1;DIAPH3;RBL1;MRTFA;EIF4G1;TOR1AIP1;CDC25C;RB1;MDC1;NCL;THRAP3;MED1	CDK2
αCD3_αCD2_10min	prerank	ATM	-0.2777159995503356	-0.9999485428444013	0.4861111111111111	0.678662973569316	0.988	7/40	8.45%	ZEB1;PBRM1;DBN1;GIT2;DGCR8;TOP2B;RPA2	ATM
αCD3_αCD2_10min	prerank	JNK2	0.5693322829891087	0.9897922556056657	0.5274261603375527	0.7979008448746444	1.0	3/6	33.22%	LIMD1;CDC25C;BAZ1B	JNK2
αCD3_αCD2_10min	prerank	mTOR	-0.4020571425548484	-0.9842667166033543	0.3891891891891892	0.6201281629970423	0.989	4/12	9.43%	SRRM1;LARP1;AKT1S1;ANKRD17	mTOR
αCD3_αCD2_10min	prerank	IKKA	0.552736621406303	0.9622507393870833	0.5635876840696118	0.8452648810313856	1.0	2/6	17.47%	NFKB2;NCOA3	IKKA
αCD3_αCD2_10min	prerank	IKKB	0.5136520549576172	0.9526770152062429	0.5818414322250639	0.8484178234208531	1.0	2/8	9.35%	HTT;OPTN	IKKB
αCD3_αCD2_10min	prerank	JAK2	0.5018899173023426	0.9446274746883268	0.5849056603773585	0.8489163457188412	1.0	1/9	0.49%	MAPK3	JAK2
αCD3_αCD2_10min	prerank	Src	0.3597434414479911	0.9212692825908813	0.6346356916578669	0.8794961641581057	1.0	17/55	24.61%	EMD;ARAF;RPS6KA3;PRKD2;BCLAF1;MAPRE1;PRKCD;ARHGEF7;ARHGAP5;ARHGEF2;RAPGEF1;MPZL1;TRIM25;PLEKHG2;GIT1;RBM10;FUS	Src
αCD3_αCD2_10min	prerank	Pim1	0.49496602487123553	0.90001221011144	0.6558018252933507	0.9027081406744429	1.0	5/7	45.69%	CBX8;CXCR4;BAD;MDM2;CDKN1A	Pim1
αCD3_αCD2_10min	prerank	TBK1	0.5036628709846693	0.8937291755080058	0.6666666666666666	0.8974168989408298	1.0	5/7	36.67%	HTT;OPTN;TRIP12;RPS6KB1;RPTOR	TBK1
αCD3_αCD2_10min	prerank	CK1A	0.4842886223546927	0.8779593713165468	0.6824769433465085	0.9074404246049779	1.0	2/7	18.38%	YWHAQ;FOXO1	CK1A
αCD3_αCD2_10min	prerank	CDK6	0.4925535897807924	0.8635694134697568	0.7060402684563758	0.9138359848322418	1.0	4/6	45.69%	RBL2;RB1;ELAVL1;CDKN1A	CDK6
αCD3_αCD2_10min	prerank	ZAP70	0.5061926966293548	0.8468850026673442	0.7312588401697313	0.9241177964331705	1.0	3/5	20.75%	LCP2;DBNL;MAPK14	ZAP70
αCD3_αCD2_10min	prerank	DNAPK	-0.3673872370834439	-0.8450576524518724	0.6534653465346535	0.7883594406105087	0.998	1/9	0.41%	POLR2A	DNAPK
αCD3_αCD2_10min	prerank	NEK6	0.4733962174034897	0.8426862035585825	0.7319034852546917	0.9130911193107577	1.0	3/7	19.28%	EML4;RBL2;NUP98	NEK6
αCD3_αCD2_10min	prerank	GSK3A	0.4116321353578342	0.8155559368358839	0.7358024691358025	0.936671903393254	1.0	3/11	17.47%	PRKAA1;GSK3A;NCOA3	GSK3A
αCD3_αCD2_10min	prerank	CK1D	0.4469272932440423	0.8118294691510121	0.7586666666666667	0.9249001695127362	1.0	2/7	17.47%	PRKD2;NCOA3	CK1D
αCD3_αCD2_10min	prerank	GSK3B	0.3392567543650765	0.8111724589549499	0.7809734513274337	0.9094414382695609	1.0	6/33	16.74%	PRKAA1;MARK2;BCLAF1;BORA;MAPRE1;NFKB2	GSK3B
αCD3_αCD2_10min	prerank	AurB	0.34078926787442543	0.8026396990759572	0.797085201793722	0.9056838746351122	1.0	2/29	3.36%	MKI67;PRKDC	AurB
αCD3_αCD2_10min	prerank	CDK5	0.35427196974074326	0.8014138284038232	0.7970353477765109	0.8918345227120265	1.0	12/23	42.33%	EPRS1;AGAP2;HTT;FOXO1;RB1;ADD1;PXN;RPS6KB1;ELAVL1;STAT3;VIM;CLASP2	CDK5
