set_a	set_b	intersection	jaccard
αCD3_αCD226_10min__GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ORGANIZATION.txt	αCD3_αCD2_10min__nan.txt	2	0.06451612903225806
αCD3_αCD226_10min__GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ORGANIZATION.txt	αCD3_αCD2_5min__nan.txt	2	0.0625
αCD3_αCD226_10min__GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ORGANIZATION.txt	αCD3_αICOS_5min__GOBP_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION.txt	2	0.05128205128205128
αCD3_αCD226_10min__GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ORGANIZATION.txt	αCD3_αICOS_5min__GOBP_REGULATION_OF_MICROTUBULE_CYTOSKELETON_ORGANIZATION.txt	2	0.05128205128205128
αCD3_10min__GOBP_POST_TRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION.txt	αCD3_5min__GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY.txt	2	0.043478260869565216
αCD3_10min__GOBP_POST_TRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION.txt	αCD3_αICOS_10min__nan.txt	2	0.046511627906976744
αCD3_10min__GOBP_POST_TRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION.txt	αCD3_αCD226_5min__nan.txt	2	0.047619047619047616
αCD3_10min__GOBP_POST_TRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION.txt	αCD3_αCD2_10min__nan.txt	2	0.05555555555555555
αCD3_αCD226_5min__GOBP_GROWTH.txt	αCD3_αICOS_10min__nan.txt	2	0.047619047619047616
αCD3_10min__GOBP_POST_TRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION.txt	αCD3_10min__GOBP_TELOMERE_ORGANIZATION.txt	2	0.05714285714285714
αCD3_αCD226_5min__GOBP_GROWTH.txt	αCD3_αICOS_10min__GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS.txt	2	0.047619047619047616
αCD3_10min__GOBP_POST_TRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION.txt	αCD3_αCD2_5min__GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION.txt	2	0.05714285714285714
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	αCD3_αICOS_10min__GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT.txt	2	0.10526315789473684
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	αCD3_αCD2_10min__GOBP_NERVOUS_SYSTEM_PROCESS.txt	2	0.05714285714285714
αCD3_αCD2_5min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	αCD3_αICOS_10min__GO_0051276.txt	2	0.18181818181818182
αCD3_αICOS_10min__GOBP_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION.txt	αCD3_αCD2_10min__GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA.txt	2	0.11764705882352941
αCD3_αICOS_10min__GOBP_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION.txt	αCD3_αCD226_5min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	2	0.125
αCD3_αICOS_10min__GOBP_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION.txt	αCD3_αCD2_10min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	2	0.125
αCD3_αICOS_10min__GOBP_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION.txt	αCD3_αICOS_10min__GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION.txt	2	0.15384615384615385
αCD3_10min__GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA.txt	αCD3_5min__GOBP_RESPONSE_TO_UV.txt	2	0.16666666666666666
αCD3_10min__GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA.txt	αCD3_αICOS_10min__GO_0051276.txt	2	0.18181818181818182
αCD3_αCD2_10min__GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA.txt	αCD3_5min__GOBP_RESPONSE_TO_UV.txt	2	0.16666666666666666
αCD3_αCD2_10min__GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA.txt	αCD3_αICOS_10min__GO_0051276.txt	2	0.18181818181818182
αCD3_αCD2_5min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	αCD3_5min__GOBP_RESPONSE_TO_UV.txt	2	0.16666666666666666
αCD3_αCD226_10min__GO_0097435.txt	αCD3_αICOS_10min__GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION.txt	2	0.18181818181818182
αCD3_αCD226_5min__nan.txt	αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	2	0.1111111111111111
αCD3_αCD226_5min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	αCD3_5min__GOBP_RESPONSE_TO_UV.txt	2	0.18181818181818182
αCD3_αCD226_5min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	αCD3_αICOS_10min__GO_0051276.txt	2	0.2
αCD3_αCD2_10min__GOBP_REGULATION_OF_MACROAUTOPHAGY.txt	αCD3_αCD2_10min__GO_0031401.txt	2	0.2
αCD3_αCD2_10min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	αCD3_5min__GOBP_RESPONSE_TO_UV.txt	2	0.18181818181818182
αCD3_αCD2_10min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	αCD3_αICOS_10min__GO_0051276.txt	2	0.2
αCD3_αCD2_5min__GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS.txt	αCD3_αICOS_10min__GO_0051276.txt	2	0.2
αCD3_αICOS_5min__GOBP_DEFENSE_RESPONSE_TO_VIRUS.txt	αCD3_αICOS_5min__GOBP_TYPE_I_INTERFERON_PRODUCTION.txt	2	0.2
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	αCD3_10min__GO_0032869.txt	2	0.18181818181818182
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	αCD3_αICOS_10min__GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT.txt	2	0.2222222222222222
αCD3_αICOS_10min__GOBP_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION.txt	αCD3_10min__GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA.txt	2	0.11764705882352941
αCD3_αICOS_10min__nan.txt	αCD3_αCD2_5min__GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION.txt	2	0.1111111111111111
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	αCD3_αICOS_10min__nan.txt	2	0.06451612903225806
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	αCD3_αICOS_10min__nan.txt	2	0.06896551724137931
αCD3_5min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	αCD3_αCD2_10min__GOBP_NERVOUS_SYSTEM_PROCESS.txt	2	0.058823529411764705
αCD3_αCD2_10min__GOBP_NERVOUS_SYSTEM_PROCESS.txt	αCD3_αICOS_5min__GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS.txt	2	0.058823529411764705
αCD3_αCD2_10min__GOBP_NERVOUS_SYSTEM_PROCESS.txt	αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	2	0.06060606060606061
αCD3_αCD2_10min__GOBP_NERVOUS_SYSTEM_PROCESS.txt	αCD3_αICOS_5min__GOBP_REGULATION_OF_MICROTUBULE_CYTOSKELETON_ORGANIZATION.txt	2	0.06451612903225806
αCD3_αCD2_10min__GOBP_NERVOUS_SYSTEM_PROCESS.txt	αCD3_αICOS_10min__nan.txt	2	0.06666666666666667
αCD3_αCD2_10min__GOBP_NERVOUS_SYSTEM_PROCESS.txt	αCD3_αCD2_10min__nan.txt	2	0.08695652173913043
αCD3_αCD2_10min__GOBP_NERVOUS_SYSTEM_PROCESS.txt	αCD3_αCD2_10min__GO_0031401.txt	2	0.1
αCD3_αICOS_5min__GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS.txt	αCD3_αCD2_5min__nan.txt	2	0.08333333333333333
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	αCD3_5min__GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY.txt	2	0.0625
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	αCD3_αICOS_5min__GO_1902533.txt	2	0.08333333333333333
αCD3_αICOS_10min__nan.txt	αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	2	0.10526315789473684
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	αCD3_αCD2_10min__GOBP_REGULATION_OF_MACROAUTOPHAGY.txt	2	0.08695652173913043
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	αCD3_αCD2_5min__nan.txt	2	0.08695652173913043
αCD3_αICOS_5min__nan.txt	αCD3_αICOS_5min__GOBP_DEFENSE_RESPONSE_TO_VIRUS.txt	2	0.05263157894736842
αCD3_αICOS_5min__GOBP_REGULATION_OF_MICROTUBULE_CYTOSKELETON_ORGANIZATION.txt	αCD3_αCD2_5min__nan.txt	2	0.09523809523809523
αCD3_αICOS_10min__GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS.txt	αCD3_10min__GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA.txt	2	0.09523809523809523
αCD3_αICOS_10min__GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS.txt	αCD3_αCD2_10min__GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA.txt	2	0.09523809523809523
αCD3_αICOS_10min__GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS.txt	αCD3_αCD226_5min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	2	0.1
αCD3_αICOS_10min__GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS.txt	αCD3_αCD2_10min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	2	0.1
αCD3_αICOS_10min__GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS.txt	αCD3_αICOS_10min__GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION.txt	2	0.11764705882352941
αCD3_αICOS_5min__nan.txt	αCD3_αCD2_5min__GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION.txt	2	0.05555555555555555
αCD3_αICOS_10min__nan.txt	αCD3_αCD2_10min__nan.txt	2	0.10526315789473684
αCD3_5min__GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION.txt	αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	2	0.041666666666666664
αCD3_αCD226_10min__GOBP_REGULATION_OF_TRANSPORT.txt	αCD3_αCD226_10min__GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION.txt	2	0.0392156862745098
αCD3_αCD226_10min__GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION.txt	αCD3_αICOS_5min__nan.txt	2	0.02564102564102564
αCD3_5min__GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION.txt	αCD3_αCD226_5min__nan.txt	2	0.037037037037037035
αCD3_αICOS_5min__nan.txt	αCD3_αICOS_5min__GOBP_REGULATION_OF_MICROTUBULE_CYTOSKELETON_ORGANIZATION.txt	2	0.044444444444444446
αCD3_αICOS_5min__nan.txt	αCD3_αICOS_10min__GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS.txt	2	0.045454545454545456
αCD3_αCD226_10min__GOBP_REGULATION_OF_TRANSPORT.txt	αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	2	0.037037037037037035
αCD3_5min__GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION.txt	αCD3_αCD2_5min__GOBP_REGULATION_OF_CELL_SHAPE.txt	2	0.04081632653061224
αCD3_αCD226_10min__GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION.txt	αCD3_αCD2_5min__GOBP_REGULATION_OF_CELL_SHAPE.txt	2	0.037037037037037035
αCD3_αCD226_10min__GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION.txt	αCD3_αCD2_10min__nan.txt	2	0.03773584905660377
αCD3_αCD226_10min__GOBP_REGULATION_OF_TRANSPORT.txt	αCD3_αICOS_5min__GOBP_REGULATION_OF_MICROTUBULE_CYTOSKELETON_ORGANIZATION.txt	2	0.03225806451612903
αCD3_αCD226_10min__GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION.txt	αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	2	0.03773584905660377
αCD3_αICOS_5min__nan.txt	αCD3_αICOS_10min__GOBP_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION.txt	2	0.05
αCD3_αCD226_10min__GOBP_REGULATION_OF_TRANSPORT.txt	αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	2	0.030303030303030304
αCD3_10min__GOBP_TELOMERE_ORGANIZATION.txt	αCD3_αICOS_10min__GO_0032869.txt	1	0.1
αCD3_αICOS_10min__GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS.txt	αCD3_10min__GO_0000184.txt	1	0.058823529411764705
αCD3_10min__GOBP_TELOMERE_ORGANIZATION.txt	αCD3_10min__GO_0032869.txt	1	0.09090909090909091
αCD3_αCD2_10min__GOBP_REGULATION_OF_MACROAUTOPHAGY.txt	αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	1	0.07142857142857142
αCD3_αICOS_10min__GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS.txt	αCD3_5min__GO_0006397.txt	1	0.05555555555555555
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	αCD3_αCD2_5min__GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION.txt	1	0.041666666666666664
αCD3_αCD226_10min__GOBP_REGULATION_OF_TRANSPORT.txt	αCD3_αICOS_10min__GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS.txt	1	0.016129032258064516
αCD3_αICOS_10min__GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS.txt	αCD3_5min__GOBP_RESPONSE_TO_UV.txt	1	0.05555555555555555
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	αCD3_10min__GOBP_TELOMERE_ORGANIZATION.txt	1	0.041666666666666664
αCD3_5min__GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION.txt	αCD3_αCD2_10min__nan.txt	1	0.02040816326530612
αCD3_αICOS_10min__GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS.txt	αCD3_αICOS_10min__GOBP_VESICLE_ORGANIZATION.txt	1	0.05263157894736842
αCD3_αCD2_10min__GOBP_REGULATION_OF_MACROAUTOPHAGY.txt	αCD3_10min__GOBP_TELOMERE_ORGANIZATION.txt	1	0.07692307692307693
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	αCD3_αICOS_10min__GO_0051276.txt	1	0.045454545454545456
αCD3_10min__GOBP_TELOMERE_ORGANIZATION.txt	αCD3_10min__nan.txt	1	0.125
αCD3_αCD2_10min__GOBP_REGULATION_OF_MACROAUTOPHAGY.txt	αCD3_αCD2_5min__GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION.txt	1	0.07692307692307693
αCD3_αICOS_10min__GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS.txt	αCD3_αCD2_5min__GO_0000184.txt	1	0.05
αCD3_5min__GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION.txt	αCD3_αCD2_5min__GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS.txt	1	0.02
αCD3_αCD226_10min__GOBP_REGULATION_OF_TRANSPORT.txt	αCD3_αCD226_5min__nan.txt	1	0.01639344262295082
αCD3_5min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	αCD3_αICOS_10min__nan.txt	1	0.03225806451612903
αCD3_5min__GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION.txt	αCD3_αCD226_5min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	1	0.02
αCD3_αCD2_10min__GOBP_REGULATION_OF_MACROAUTOPHAGY.txt	αCD3_αICOS_5min__GO_0051091.txt	1	0.07692307692307693
αCD3_αICOS_10min__GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS.txt	αCD3_αCD2_5min__GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS.txt	1	0.047619047619047616
αCD3_5min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	αCD3_αCD2_10min__GOBP_REGULATION_OF_MACROAUTOPHAGY.txt	1	0.04
αCD3_5min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	αCD3_αCD2_5min__GOBP_REGULATION_OF_CELL_SHAPE.txt	1	0.04
αCD3_αCD2_5min__GO_0000184.txt	αCD3_5min__GO_0034250.txt	1	0.08333333333333333
αCD3_10min__GOBP_TELOMERE_ORGANIZATION.txt	αCD3_αCD2_10min__GO_0031401.txt	1	0.1111111111111111
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	αCD3_αCD2_10min__GOBP_REGULATION_OF_MACROAUTOPHAGY.txt	1	0.038461538461538464
αCD3_αICOS_10min__nan.txt	αCD3_αCD226_5min__nan.txt	1	0.038461538461538464
αCD3_αCD226_5min__nan.txt	αCD3_αCD2_10min__nan.txt	1	0.05263157894736842
αCD3_αCD226_5min__GOBP_CELL_GROWTH.txt	αCD3_αCD226_5min__nan.txt	1	0.03225806451612903
αCD3_αCD226_5min__GOBP_CELL_GROWTH.txt	αCD3_αICOS_10min__GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS.txt	1	0.03125
αCD3_αCD226_5min__GOBP_CELL_GROWTH.txt	αCD3_αICOS_5min__GOBP_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION.txt	1	0.030303030303030304
αCD3_αCD226_5min__GOBP_CELL_GROWTH.txt	αCD3_5min__GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY.txt	1	0.02857142857142857
αCD3_αCD226_5min__nan.txt	αCD3_αCD2_10min__GOBP_REGULATION_OF_MACROAUTOPHAGY.txt	1	0.05
αCD3_αCD226_10min__GO_0097435.txt	αCD3_αICOS_10min__GOBP_VESICLE_ORGANIZATION.txt	1	0.07692307692307693
αCD3_αICOS_10min__GOBP_VESICLE_ORGANIZATION.txt	αCD3_αICOS_10min__GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION.txt	1	0.1
αCD3_αCD226_5min__nan.txt	αCD3_10min__GOBP_TELOMERE_ORGANIZATION.txt	1	0.05555555555555555
αCD3_5min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	αCD3_αICOS_5min__GOBP_DEFENSE_RESPONSE_TO_VIRUS.txt	1	0.04
αCD3_αCD226_10min__GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ORGANIZATION.txt	αCD3_αICOS_10min__GO_0032869.txt	1	0.03333333333333333
αCD3_αCD226_5min__nan.txt	αCD3_αCD2_5min__GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION.txt	1	0.05555555555555555
αCD3_αICOS_5min__GO_0051091.txt	αCD3_5min__GOBP_RESPONSE_TO_UV.txt	1	0.1
αCD3_αCD226_10min__GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ORGANIZATION.txt	αCD3_10min__GO_0032869.txt	1	0.03225806451612903
αCD3_αCD226_10min__GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ORGANIZATION.txt	αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	1	0.03125
αCD3_αCD226_5min__nan.txt	αCD3_αCD2_10min__GO_0031401.txt	1	0.0625
αCD3_αCD226_5min__nan.txt	αCD3_αICOS_10min__GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT.txt	1	0.0625
αCD3_αCD2_5min__GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION.txt	αCD3_αCD2_10min__GO_0031401.txt	1	0.1111111111111111
αCD3_αCD226_5min__GOBP_CELL_GROWTH.txt	αCD3_αICOS_10min__GOBP_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION.txt	1	0.03571428571428571
αCD3_αCD226_10min__GOBP_REGULATION_OF_TRANSPORT.txt	αCD3_αICOS_5min__GOBP_DEFENSE_RESPONSE_TO_VIRUS.txt	1	0.017857142857142856
αCD3_αCD226_5min__GOBP_CELL_GROWTH.txt	αCD3_αCD2_10min__GOBP_REGULATION_OF_MACROAUTOPHAGY.txt	1	0.038461538461538464
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	αCD3_αICOS_10min__GOBP_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION.txt	1	0.03571428571428571
αCD3_αICOS_10min__nan.txt	αCD3_αCD2_10min__GOBP_REGULATION_OF_MACROAUTOPHAGY.txt	1	0.047619047619047616
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	αCD3_αICOS_10min__GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS.txt	1	0.03125
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	αCD3_5min__GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY.txt	1	0.02857142857142857
αCD3_αICOS_10min__nan.txt	αCD3_αCD2_5min__GOBP_REGULATION_OF_CELL_SHAPE.txt	1	0.047619047619047616
αCD3_10min__GO_0032869.txt	αCD3_αICOS_10min__GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT.txt	1	0.1111111111111111
αCD3_αCD226_5min__GOBP_CELL_GROWTH.txt	αCD3_αICOS_10min__GO_0051276.txt	1	0.045454545454545456
αCD3_αCD226_10min__GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION.txt	αCD3_αICOS_5min__GO_1902533.txt	1	0.017857142857142856
αCD3_αICOS_10min__nan.txt	αCD3_5min__GOBP_RESPONSE_TO_UV.txt	1	0.05555555555555555
αCD3_5min__GO_0034250.txt	αCD3_10min__GO_0000184.txt	1	0.1111111111111111
αCD3_αCD226_5min__GOBP_CELL_GROWTH.txt	αCD3_αCD2_5min__GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION.txt	1	0.041666666666666664
αCD3_αCD226_5min__GOBP_CELL_GROWTH.txt	αCD3_10min__GOBP_TELOMERE_ORGANIZATION.txt	1	0.041666666666666664
αCD3_5min__GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION.txt	αCD3_10min__GO_0032869.txt	1	0.020833333333333332
αCD3_αICOS_10min__nan.txt	αCD3_αCD2_10min__GO_0031401.txt	1	0.058823529411764705
αCD3_αICOS_10min__nan.txt	αCD3_αICOS_10min__GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT.txt	1	0.058823529411764705
αCD3_5min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	αCD3_αCD2_5min__nan.txt	1	0.04
αCD3_αICOS_10min__GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS.txt	αCD3_αCD2_5min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	1	0.045454545454545456
αCD3_αICOS_10min__GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS.txt	αCD3_αCD226_10min__GO_0097435.txt	1	0.047619047619047616
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	αCD3_αICOS_5min__GOBP_DEFENSE_RESPONSE_TO_VIRUS.txt	1	0.041666666666666664
αCD3_αCD226_10min__GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION.txt	αCD3_10min__GO_0032869.txt	1	0.018867924528301886
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	αCD3_αCD2_5min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	1	0.04
αCD3_αCD2_5min__GOBP_REGULATION_OF_CELL_SHAPE.txt	αCD3_10min__GO_0032869.txt	1	0.07692307692307693
αCD3_αCD226_10min__GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION.txt	αCD3_αICOS_10min__GO_0032869.txt	1	0.019230769230769232
αCD3_αCD2_5min__GOBP_REGULATION_OF_CELL_SHAPE.txt	αCD3_αCD2_5min__nan.txt	1	0.06666666666666667
αCD3_αICOS_5min__GOBP_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION.txt	αCD3_αCD2_5min__nan.txt	1	0.045454545454545456
αCD3_αICOS_5min__GOBP_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION.txt	αCD3_10min__GO_0032869.txt	1	0.05
αCD3_αICOS_5min__GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS.txt	αCD3_αICOS_10min__GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION.txt	1	0.045454545454545456
αCD3_αICOS_5min__GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS.txt	αCD3_5min__GOBP_RESPONSE_TO_UV.txt	1	0.045454545454545456
αCD3_αICOS_5min__GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS.txt	αCD3_αCD2_5min__GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION.txt	1	0.043478260869565216
αCD3_αICOS_5min__GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS.txt	αCD3_10min__GO_0032869.txt	1	0.043478260869565216
αCD3_αICOS_5min__GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS.txt	αCD3_αCD2_10min__nan.txt	1	0.041666666666666664
αCD3_αCD2_5min__GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS.txt	αCD3_5min__GOBP_RESPONSE_TO_UV.txt	1	0.08333333333333333
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	αCD3_αCD2_10min__nan.txt	1	0.07692307692307693
